split_id,well,mask_type,start_row,end_row,target_rows,known_rows_before,known_allowed_start_row,known_allowed_end_row,md_span,tvt_span,gr_missing_rate,local_slope_mean,local_slope_std,curvature_proxy,mask_seed
trailing_short__028d7b28__6855_7760,028d7b28,trailing_short,6855,7760,906,6855,0,6854,905.0,2.75,0.2240618101545254,-0.001635359116021617,0.008045428234634843,0.005232300885182643,20260620
trailing_long__028d7b28__3636_7760,028d7b28,trailing_long,3636,7760,4125,3636,0,3635,4124.0,24.969999999999345,0.2332121212121212,0.00203443258971902,0.019971069707452938,0.005185544506837463,20260620
mid_contiguous__028d7b28__3387_4663,028d7b28,mid_contiguous,3387,4663,1277,3387,0,3386,1276.0,12.450000000000728,0.19107282693813626,-0.004929467084640183,0.02527735880918149,0.005443137255415957,20260620
random_contiguous__028d7b28__1305_3888,028d7b28,random_contiguous,1305,3888,2584,1305,0,1304,2583.0,23.280000000000655,0.22948916408668732,-0.0015950445218733957,0.02649793026614794,0.00517041053500566,20260620
high_gr_missing__028d7b28__5386_7325,028d7b28,high_gr_missing,5386,7325,1940,5386,0,5385,1939.0,5.920000000000073,0.26804123711340205,0.0007942238267152517,0.01353041566887768,0.005087719298625105,20260620
high_curvature__028d7b28__3459_5010,028d7b28,high_curvature,3459,5010,1552,3459,0,3458,1551.0,12.450000000000728,0.2029639175257732,-0.0032495164410063656,0.023177926385385676,0.005464516129496558,20260620
original_hidden__02e7fe5a__1780_6887,02e7fe5a,original_hidden,1780,6887,5108,1780,0,1779,5107.0,24.18000000000029,0.6366483946750195,0.003698844722929199,0.019552607228174413,0.004833529181893613,20260620
trailing_short__02e7fe5a__5194_6887,02e7fe5a,trailing_short,5194,6887,1694,5194,0,5193,1693.0,24.18000000000029,0.6038961038961039,0.010909627879503453,0.01917370426040519,0.00504137115896045,20260620
trailing_long__02e7fe5a__2620_6887,02e7fe5a,trailing_long,2620,6887,4268,2620,0,2619,4267.0,24.18000000000029,0.6307403936269915,0.0023084134052028036,0.019361510456860822,0.004924988279970462,20260620
mid_contiguous__02e7fe5a__2570_3676,02e7fe5a,mid_contiguous,2570,3676,1107,2570,0,2569,1106.0,8.029999999998836,0.6910569105691057,-0.0036075949367086633,0.014579882105436209,0.004416289593289515,20260620
random_contiguous__02e7fe5a__5200_6656,02e7fe5a,random_contiguous,5200,6656,1457,5200,0,5199,1456.0,22.280000000002474,0.6060398078242965,0.012479395604395654,0.019175114472137655,0.005168384880271708,20260620
high_gr_missing__02e7fe5a__1927_3648,02e7fe5a,high_gr_missing,1927,3648,1722,1927,0,1926,1721.0,9.209999999999127,0.6957026713124274,-0.00030796048808870126,0.016111479389677264,0.004313953488870243,20260620
high_curvature__02e7fe5a__4933_6310,02e7fe5a,high_curvature,4933,6310,1378,4933,0,4932,1377.0,13.3700000000008,0.5972423802612482,0.0020987654320983426,0.020839926066252547,0.005574127907463271,20260620
original_hidden__0390d174__1690_6100,0390d174,original_hidden,1690,6100,4411,1690,0,1689,4410.0,31.399999999999636,0.4978462933575153,-0.00047845804988634085,0.02758820302911111,0.0051916534366288755,20260620
trailing_short__0390d174__4796_6100,0390d174,trailing_short,4796,6100,1305,4796,0,4795,1304.0,27.390000000001237,0.4704980842911877,-0.014854294478528221,0.029945916432880797,0.005318495779454844,20260620
trailing_long__0390d174__2998_6100,0390d174,trailing_long,2998,6100,3103,2998,0,2997,3102.0,28.23999999999978,0.4885594585884628,0.001315280464216611,0.028172545953264853,0.00511770396691905,20260620
mid_contiguous__0390d174__2133_3544,0390d174,mid_contiguous,2133,3544,1412,2133,0,2132,1411.0,13.25,0.5254957507082153,-0.005159461374911875,0.02429792525392474,0.004581560284123366,20260620
random_contiguous__0390d174__3212_5139,0390d174,random_contiguous,3212,5139,1928,3212,0,3211,1927.0,26.30999999999949,0.49429460580912865,0.004561494551116177,0.029631926978668767,0.00559709242002133,20260620
high_gr_missing__0390d174__2328_3852,0390d174,high_gr_missing,2328,3852,1525,2328,0,2327,1524.0,7.130000000001019,0.539016393442623,0.0006233595800529709,0.018487915617624206,0.004701247538116223,20260620
high_curvature__0390d174__4091_5310,0390d174,high_curvature,4091,5310,1220,4091,0,4090,1219.0,23.659999999999854,0.4713114754098361,-0.004101722723543888,0.038288779945499736,0.0062479474553716625,20260620
original_hidden__03a935ae__1644_4429,03a935ae,original_hidden,1644,4429,2786,1644,0,1643,2785.0,53.56999999999971,0.04055994256999282,-0.017802513464990344,0.024838085240666444,0.005233477012116159,20260620
trailing_short__03a935ae__3407_4429,03a935ae,trailing_short,3407,4429,1023,3407,0,3406,1022.0,10.1200000000008,0.043010752688172046,-0.00599804305283679,0.019296126683277234,0.005122428991843868,20260620
trailing_long__03a935ae__1421_4429,03a935ae,trailing_long,1421,4429,3009,1421,0,1420,3008.0,58.26000000000022,0.03954802259887006,-0.018041888297871882,0.023935909563822737,0.005064848687041287,20260620
mid_contiguous__03a935ae__1796_2644,03a935ae,mid_contiguous,1796,2644,849,1796,0,1795,848.0,18.459999999999127,0.03769140164899882,-0.019386792452828643,0.025339234532505084,0.005785123967491496,20260620
random_contiguous__03a935ae__3616_4375,03a935ae,random_contiguous,3616,4375,760,3616,0,3615,759.0,5.899999999999636,0.038157894736842106,0.001185770750987663,0.016205726403957222,0.004920844327838529,20260620
high_gr_missing__03a935ae__486_1593,03a935ae,high_gr_missing,486,1593,1108,486,0,485,1107.0,194.70999999999913,0.04693140794223827,0.13539295392953857,0.2861476742470583,0.0060488245937324395,20260620
high_curvature__03a935ae__471_1356,03a935ae,high_curvature,471,1356,886,471,0,470,885.0,205.4300000000003,0.04966139954853273,0.187141242937854,0.31442147995339387,0.006798642534500703,20260620
original_hidden__044af7d1__1548_6066,044af7d1,original_hidden,1548,6066,4519,1548,0,1547,4518.0,23.219999999999345,0.6589953529541934,0.0015073041168657572,0.027679293023420332,0.005235775958047542,20260620
trailing_short__044af7d1__4980_6066,044af7d1,trailing_short,4980,6066,1087,4980,0,4979,1086.0,12.890000000001237,0.609935602575897,-0.008029465930019488,0.02744462123786908,0.004792626728751688,20260620
trailing_long__044af7d1__2157_6066,044af7d1,trailing_long,2157,6066,3910,2157,0,2156,3909.0,23.219999999999345,0.648081841432225,-0.001343054489639294,0.026712270566264136,0.005243091095740861,20260620
mid_contiguous__044af7d1__2098_3077,044af7d1,mid_contiguous,2098,3077,980,2098,0,2097,979.0,10.479999999999563,0.6520408163265307,-0.008692543411644759,0.02723796049444132,0.005633946830773826,20260620
random_contiguous__044af7d1__713_1833,044af7d1,random_contiguous,713,1833,1121,713,0,712,1120.0,46.48999999999978,0.6663693131132917,0.04150892857142838,0.06403089314872791,0.005558534406151203,20260620
high_gr_missing__044af7d1__937_2453,044af7d1,high_gr_missing,937,2453,1517,937,0,936,1516.0,25.73999999999978,0.7277521423862887,0.00943931398416853,0.028542236176716817,0.005267326733178454,20260620
high_curvature__044af7d1__2302_3514,044af7d1,high_curvature,2302,3514,1213,2302,0,2301,1212.0,15.369999999998981,0.6488046166529267,-0.00490099009900882,0.02846583440534591,0.005763831544690206,20260620
original_hidden__0498acab__1634_6431,0498acab,original_hidden,1634,6431,4798,1634,0,1633,4797.0,22.399999999999636,0.47457273864110044,-0.0013862830936000909,0.023766993163312843,0.005187656380776442,20260620
trailing_short__0498acab__5562_6431,0498acab,trailing_short,5562,6431,870,5562,0,5561,869.0,12.649999999999636,0.45977011494252873,-0.013889528193325326,0.016661988420363198,0.005391705069460057,20260620
trailing_long__0498acab__3652_6431,0498acab,trailing_long,3652,6431,2780,3652,0,3651,2779.0,14.279999999998836,0.4615107913669065,-0.004616768621806379,0.021549100887045633,0.005086393088997881,20260620
mid_contiguous__0498acab__2875_4088,0498acab,mid_contiguous,2875,4088,1214,2875,0,2874,1213.0,13.579999999999927,0.5024711696869851,-0.006924979389943491,0.02185597337658093,0.005033003300804591,20260620
random_contiguous__0498acab__4544_6032,0498acab,random_contiguous,4544,6032,1489,4544,0,4543,1488.0,12.429999999998472,0.4492948287441236,-0.003931451612902248,0.020600869854279325,0.004794889038807523,20260620
high_gr_missing__0498acab__993_2600,0498acab,high_gr_missing,993,2600,1608,993,0,992,1607.0,17.57999999999811,0.5286069651741293,0.010298693217174408,0.02649695744301759,0.0051307596518069465,20260620
high_curvature__0498acab__2281_3566,0498acab,high_curvature,2281,3566,1286,2281,0,2280,1285.0,18.840000000000146,0.45878693623639194,0.007338521400778436,0.02512997718773367,0.005817757009928948,20260620
original_hidden__052d64df__2145_4589,052d64df,original_hidden,2145,4589,2445,2145,0,2144,2444.0,24.850000000000364,0.2752556237218814,0.003936170212766285,0.02337285872067426,0.00426115431903268,20260620
trailing_short__052d64df__3870_4589,052d64df,trailing_short,3870,4589,720,3870,0,3869,719.0,16.460000000000946,0.23333333333333334,0.013852573018081984,0.031068777684148955,0.004011142061984511,20260620
trailing_long__052d64df__2700_4589,052d64df,trailing_long,2700,4589,1890,2700,0,2699,1889.0,24.850000000000364,0.24391534391534392,0.00486500794070964,0.026267655355088588,0.004576271187096478,20260620
mid_contiguous__052d64df__1612_2522,052d64df,mid_contiguous,1612,2522,911,1612,0,1611,910.0,4.440000000000509,0.38638858397365533,0.001769230769231409,0.018012557843562673,0.0038283828386135275,20260620
random_contiguous__052d64df__1986_2898,052d64df,random_contiguous,1986,2898,913,1986,0,1985,912.0,3.7400000000016007,0.36911281489594744,-0.0033004385964914675,0.010009079202124457,0.003556531284664126,20260620
high_gr_missing__052d64df__1734_2881,052d64df,high_gr_missing,1734,2881,1148,1734,0,1733,1147.0,4.890000000001237,0.3693379790940767,0.001403661726241293,0.015513306845891452,0.0036561954629024253,20260620
high_curvature__052d64df__469_1386,052d64df,high_curvature,469,1386,918,469,0,468,917.0,475.5100000000002,0.15250544662309368,0.518549618320611,0.26317906089615345,0.007936681223283781,20260620
original_hidden__05948241__1549_5427,05948241,original_hidden,1549,5427,3879,1549,0,1548,3878.0,15.010000000000218,0.5986078886310905,0.0010056730273335834,0.024678844220010057,0.0049729172045404595,20260620
trailing_short__05948241__4449_5427,05948241,trailing_short,4449,5427,979,4449,0,4448,978.0,10.530000000000655,0.5372829417773238,0.00015337423312846238,0.026151927397621885,0.004216990788749583,20260620
trailing_long__05948241__1591_5427,05948241,trailing_long,1591,5427,3837,1591,0,1590,3836.0,15.010000000000218,0.5981235340109461,0.001379040667362063,0.02454807839709775,0.004959582790605534,20260620
mid_contiguous__05948241__2112_3023,05948241,mid_contiguous,2112,3023,912,2112,0,2111,911.0,8.30999999999949,0.6293859649122807,-0.00826564215148061,0.012399307485684255,0.0053626373629623025,20260620
random_contiguous__05948241__1594_2552,05948241,random_contiguous,1594,2552,959,1594,0,1593,958.0,3.9400000000005093,0.6777893639207507,-0.0032150313152419065,0.01260023293804097,0.005036572623104239,20260620
high_gr_missing__05948241__1219_2575,05948241,high_gr_missing,1219,2575,1357,1219,0,1218,1356.0,6.510000000000218,0.6698599852616065,0.00016224188790646323,0.01953297466845898,0.005166051660833418,20260620
high_curvature__05948241__595_1680,05948241,high_curvature,595,1680,1086,595,0,594,1085.0,213.86999999999898,0.5303867403314917,0.19253456221197957,0.23276564023819948,0.0058118081186527195,20260620
original_hidden__059c8f24__1740_7997,059c8f24,original_hidden,1740,7997,6258,1740,0,1739,6257.0,31.31999999999971,0.43528283796740175,0.0041585424324754065,0.10434326589171736,0.0076246803072858,20260620
trailing_short__059c8f24__6124_7997,059c8f24,trailing_short,6124,7997,1874,6124,0,6123,1873.0,20.289999999999054,0.3623265741728922,0.007618793379604174,0.18878341477131347,0.014059829060191343,20260620
trailing_long__059c8f24__3132_7997,059c8f24,trailing_long,3132,7997,4866,3132,0,3131,4865.0,30.8899999999976,0.4254007398273736,0.005866392600205356,0.11794033465954228,0.008203125000359685,20260620
mid_contiguous__059c8f24__3469_4718,059c8f24,mid_contiguous,3469,4718,1250,3469,0,3468,1249.0,21.290000000000873,0.4696,0.017013610888710968,0.018527904400802778,0.004943910256765951,20260620
random_contiguous__059c8f24__846_3349,059c8f24,random_contiguous,846,3349,2504,846,0,845,2503.0,68.8799999999992,0.4476837060702875,0.023395924890131637,0.08713932488287873,0.006143085532112323,20260620
high_gr_missing__059c8f24__4059_6058,059c8f24,high_gr_missing,4059,6058,2000,4059,0,4058,1999.0,5.8400000000001455,0.4915,-0.0018809404702352268,0.009879910841444196,0.004199199199441986,20260620
high_curvature__059c8f24__6132_7731,059c8f24,high_curvature,6132,7731,1600,6132,0,6131,1599.0,14.459999999999127,0.384375,0.005234521575984354,0.20419258934266388,0.015857321652334947,20260620
original_hidden__05a0ee4d__1750_6097,05a0ee4d,original_hidden,1750,6097,4348,1750,0,1749,4347.0,41.20999999999913,0.35970561177552896,-0.007299286864504574,0.030963715817290915,0.005154164749553688,20260620
trailing_short__05a0ee4d__4908_6097,05a0ee4d,trailing_short,4908,6097,1190,4908,0,4907,1189.0,19.05999999999949,0.32184873949579834,0.00327165685449909,0.03647150868877248,0.005723905724369045,20260620
trailing_long__05a0ee4d__3322_6097,05a0ee4d,trailing_long,3322,6097,2776,3322,0,3321,2775.0,41.20999999999913,0.3234870317002882,-0.010929729729729703,0.03715175257974679,0.005367700072510297,20260620
mid_contiguous__05a0ee4d__3142_4280,05a0ee4d,mid_contiguous,3142,4280,1139,3142,0,3141,1138.0,11.889999999999418,0.373134328358209,-0.004964850615115514,0.024225228211918862,0.00477572559403576,20260620
random_contiguous__05a0ee4d__3914_5772,05a0ee4d,random_contiguous,3914,5772,1859,3914,0,3913,1858.0,35.789999999999054,0.3189887036040882,-0.009386437029063784,0.04198070022901524,0.005627355950867563,20260620
high_gr_missing__05a0ee4d__1687_3210,05a0ee4d,high_gr_missing,1687,3210,1524,1687,0,1686,1523.0,5.329999999999927,0.42782152230971127,-0.0011687458962566224,0.012503962137780307,0.004730617608679369,20260620
high_curvature__05a0ee4d__610_1829,05a0ee4d,high_curvature,610,1829,1220,610,0,609,1219.0,210.61999999999898,0.2778688524590164,0.17278096800656192,0.26594711724361747,0.01746305418772563,20260620
original_hidden__060ab2b8__1560_7817,060ab2b8,original_hidden,1560,7817,6258,1560,0,1559,6257.0,27.079999999999927,0.5749440715883669,0.002422886367268636,0.0202646271394466,0.004905690537571211,20260620
trailing_short__060ab2b8__6993_7817,060ab2b8,trailing_short,6993,7817,825,6993,0,6992,824.0,8.479999999999563,0.4909090909090909,0.0037985436893216247,0.019737677680230013,0.0052612393686182505,20260620
trailing_long__060ab2b8__3479_7817,060ab2b8,trailing_long,3479,7817,4339,3479,0,3478,4338.0,27.079999999999927,0.5531228393639087,0.0019940064545872836,0.021929998044656875,0.004927369149679907,20260620
mid_contiguous__060ab2b8__3675_4712,060ab2b8,mid_contiguous,3675,4712,1038,3675,0,3674,1037.0,4.190000000000509,0.6290944123314065,-0.0007232401157184186,0.014003635356401397,0.00496138996169315,20260620
random_contiguous__060ab2b8__4973_6611,060ab2b8,random_contiguous,4973,6611,1639,4973,0,4972,1638.0,19.770000000000437,0.5314215985356925,-0.0008363858363852145,0.02906094551061152,0.005003054368384001,20260620
high_gr_missing__060ab2b8__2149_4102,060ab2b8,high_gr_missing,2149,4102,1954,2149,0,2148,1953.0,9.340000000000146,0.6376663254861822,-0.001018945212493488,0.016368645783508582,0.004815573770969661,20260620
high_curvature__060ab2b8__898_2461,060ab2b8,high_curvature,898,2461,1564,898,0,897,1563.0,166.17000000000007,0.6061381074168798,0.10265515035188787,0.1820588184856232,0.006216389244999055,20260620
original_hidden__06df5958__1530_5038,06df5958,original_hidden,1530,5038,3509,1530,0,1529,3508.0,10.849999999998545,0.18922770019948704,0.0010034207525662074,0.03297691030334265,0.005417735957132181,20260620
trailing_short__06df5958__4195_5038,06df5958,trailing_short,4195,5038,844,4195,0,4194,843.0,9.469999999999345,0.20260663507109006,0.010320284697509759,0.020876792814290588,0.004513064133657378,20260620
trailing_long__06df5958__1929_5038,06df5958,trailing_long,1929,5038,3110,1929,0,1928,3109.0,10.849999999998545,0.19421221864951768,0.0010421357349635254,0.03488907884309836,0.005659588160046465,20260620
mid_contiguous__06df5958__2318_3144,06df5958,mid_contiguous,2318,3144,827,2318,0,2317,826.0,8.520000000000437,0.1777509068923821,-0.005242130750605239,0.06129752762776174,0.009284848485280457,20260620
random_contiguous__06df5958__3377_4346,06df5958,random_contiguous,3377,4346,970,3377,0,3376,969.0,6.759999999998399,0.20412371134020618,-0.00020639834881396038,0.018791087635915516,0.0045144628104631275,20260620
high_gr_missing__06df5958__3095_4354,06df5958,high_gr_missing,3095,4354,1260,3095,0,3094,1259.0,6.759999999998399,0.2126984126984127,0.0027243844320906352,0.017796737824731044,0.0046104928463112605,20260620
high_curvature__06df5958__2390_3397,06df5958,high_curvature,2390,3397,1008,2390,0,2389,1007.0,8.360000000000582,0.19047619047619047,-0.001708043694142169,0.05600629632679261,0.00854870775393333,20260620
original_hidden__071d7b45__1509_4719,071d7b45,original_hidden,1509,4719,3211,1509,0,1508,3210.0,23.80999999999949,0.15384615384615385,0.004087227414330467,0.022664941131342042,0.00524462449404476,20260620
trailing_short__071d7b45__3665_4719,071d7b45,trailing_short,3665,4719,1055,3665,0,3664,1054.0,4.100000000000364,0.16303317535545023,-0.0024667931688808005,0.014087903007841445,0.005773979107618127,20260620
trailing_long__071d7b45__2658_4719,071d7b45,trailing_long,2658,4719,2062,2658,0,2657,2061.0,10.979999999999563,0.15955383123181377,-0.003711790393012924,0.01647347718322182,0.005330097087789909,20260620
mid_contiguous__071d7b45__1770_2346,071d7b45,mid_contiguous,1770,2346,577,1770,0,1769,576.0,11.0,0.12824956672443674,0.014704861111113132,0.024265238138656112,0.005095652174562059,20260620
random_contiguous__071d7b45__2408_3992,071d7b45,random_contiguous,2408,3992,1585,2408,0,2407,1584.0,10.659999999999854,0.15457413249211358,-0.005580808080808172,0.016439083613566868,0.004782059381335783,20260620
high_gr_missing__071d7b45__2498_3677,071d7b45,high_gr_missing,2498,3677,1180,2498,0,2497,1179.0,7.239999999999782,0.1652542372881356,-0.004486853265478418,0.01752653498328313,0.004541595925760662,20260620
high_curvature__071d7b45__3741_4684,071d7b45,high_curvature,3741,4684,944,3741,0,3740,943.0,2.609999999998763,0.163135593220339,-0.0005302226935312832,0.01221645052669279,0.0059978768580039735,20260620
original_hidden__0849b4e2__1899_7435,0849b4e2,original_hidden,1899,7435,5537,1899,0,1898,5536.0,43.0,0.2499548491963157,-0.005964595375722951,0.044398372825119235,0.006429990966988137,20260620
trailing_short__0849b4e2__5973_7435,0849b4e2,trailing_short,5973,7435,1463,5973,0,5972,1462.0,21.1200000000008,0.18113465481886534,-0.012462380300958389,0.07056996523865325,0.009041752224963829,20260620
