id,well,row,route,confidence,baseline_tvt,input_tvt,residual_raw,residual_smoothed,residual_scaled,residual_clipped,residual_post,post_tvt,delta_from_input,window,step_cap,residual_low,residual_high,post_tvt_guarded
000d7d20_1462,000d7d20,1462,gr_residual,0.3880446849320338,11747.580000000004,11749.23095142679,1.6509514267872873,1.6509514267872873,1.6509514267872873,1.6509514267872873,1.6509514267872873,11749.23095142679,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.23095142679
000d7d20_1463,000d7d20,1463,gr_residual,0.3880446849320338,11747.590000000006,11749.217012077272,1.6270120772660448,1.6270120772660448,1.6270120772660448,1.6270120772660448,1.6270120772660448,11749.217012077272,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.217012077272
000d7d20_1464,000d7d20,1464,gr_residual,0.3880446849320338,11747.600000000006,11749.19846550557,1.5984655055635812,1.5984655055635812,1.5984655055635812,1.5984655055635812,1.5984655055635812,11749.19846550557,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.19846550557
000d7d20_1465,000d7d20,1465,gr_residual,0.3880446849320338,11747.610000000006,11749.168520070209,1.5585200702025759,1.5585200702025759,1.5585200702025759,1.5585200702025759,1.5585200702025759,11749.168520070209,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.168520070209
000d7d20_1466,000d7d20,1466,gr_residual,0.3880446849320338,11747.620000000006,11749.166427643368,1.5464276433613122,1.5464276433613122,1.5464276433613122,1.5464276433613122,1.5464276433613122,11749.166427643368,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.166427643368
000d7d20_1467,000d7d20,1467,gr_residual,0.3880446849320338,11747.630000000006,11749.170556871626,1.5405568716196285,1.5405568716196285,1.5405568716196285,1.5405568716196285,1.5405568716196285,11749.170556871626,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.170556871626
000d7d20_1468,000d7d20,1468,gr_residual,0.3880446849320338,11747.640000000009,11749.165312190316,1.5253121903078863,1.5405568716196285,1.5335600738032,1.5335600738032,1.5335600738032,11749.165312190316,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.173560073812
000d7d20_1469,000d7d20,1469,gr_residual,0.3880446849320338,11747.650000000009,11749.170533633902,1.5205336338931374,1.5405568716196285,1.5313668765559316,1.5313668765559316,1.5313668765559316,11749.170533633902,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.181366876564
000d7d20_1470,000d7d20,1470,gr_residual,0.3880446849320338,11747.660000000007,11749.20671667663,1.5467166766229639,1.5280208246440452,1.5366015941352127,1.5366015941352127,1.5366015941352127,11749.20671667663,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.196601594142
000d7d20_1471,000d7d20,1471,gr_residual,0.3880446849320338,11747.670000000007,11749.210651202886,1.5406512028785073,1.5280208246440452,1.5338177449629686,1.5338177449629686,1.5338177449629686,11749.210651202886,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.20381774497
000d7d20_1472,000d7d20,1472,gr_residual,0.3880446849320338,11747.680000000008,11749.208020824652,1.5280208246440452,1.5280208246440452,1.5280208246440452,1.5280208246440452,1.5280208246440452,11749.208020824652,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.208020824652
000d7d20_1473,000d7d20,1473,gr_residual,0.3880446849320338,11747.690000000008,11749.211503363207,1.521503363199372,1.521503363199372,1.521503363199372,1.521503363199372,1.521503363199372,11749.211503363207,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.211503363207
000d7d20_1474,000d7d20,1474,gr_residual,0.3880446849320338,11747.700000000008,11749.208575665063,1.5085756650551048,1.5085756650551048,1.5085756650551048,1.5085756650551048,1.5085756650551048,11749.208575665063,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.208575665063
000d7d20_1475,000d7d20,1475,gr_residual,0.3880446849320338,11747.710000000008,11749.211850737214,1.5018507372060412,1.5018507372060412,1.5018507372060412,1.5018507372060412,1.5018507372060412,11749.211850737214,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.211850737214
000d7d20_1476,000d7d20,1476,gr_residual,0.3880446849320338,11747.720000000008,11749.217374043352,1.4973740433433704,1.4973740433433704,1.4973740433433704,1.4973740433433704,1.4973740433433704,11749.217374043352,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.217374043352
000d7d20_1477,000d7d20,1477,gr_residual,0.3880446849320338,11747.730000000009,11749.217666569508,1.487666569499197,1.487666569499197,1.487666569499197,1.487666569499197,1.487666569499197,11749.217666569508,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.217666569508
000d7d20_1478,000d7d20,1478,gr_residual,0.3880446849320338,11747.740000000009,11749.224747934084,1.4847479340751306,1.4847479340751306,1.4847479340751306,1.4847479340751306,1.4847479340751306,11749.224747934084,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.224747934084
000d7d20_1479,000d7d20,1479,gr_residual,0.3880446849320338,11747.75000000001,11749.23338166563,1.483381665620982,1.483381665620982,1.483381665620982,1.483381665620982,1.483381665620982,11749.23338166563,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.23338166563
000d7d20_1480,000d7d20,1480,gr_residual,0.3880446849320338,11747.76000000001,11749.207060608318,1.447060608308675,1.447060608308675,1.447060608308675,1.447060608308675,1.447060608308675,11749.207060608318,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.207060608318
000d7d20_1481,000d7d20,1481,gr_residual,0.3880446849320338,11747.77000000001,11749.194736505078,1.4247365050687222,1.4247365050687222,1.4247365050687222,1.4247365050687222,1.4247365050687222,11749.194736505078,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.194736505078
000d7d20_1482,000d7d20,1482,gr_residual,0.3880446849320338,11747.78000000001,11749.149126932836,1.3691269328264752,1.3691269328264752,1.3691269328264752,1.3691269328264752,1.3691269328264752,11749.149126932836,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.149126932836
000d7d20_1483,000d7d20,1483,gr_residual,0.3880446849320338,11747.79000000001,11749.153520318465,1.3635203184549027,1.3635203184549027,1.3635203184549027,1.3635203184549027,1.3635203184549027,11749.153520318465,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.153520318465
000d7d20_1484,000d7d20,1484,gr_residual,0.3880446849320338,11747.80000000001,11749.14502099004,1.3450209900292975,1.3450209900292975,1.3450209900292975,1.3450209900292975,1.3450209900292975,11749.14502099004,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.14502099004
000d7d20_1485,000d7d20,1485,gr_residual,0.3880446849320338,11747.81000000001,11749.145313516765,1.3353135167544679,1.3353135167544679,1.3353135167544679,1.3353135167544679,1.3353135167544679,11749.145313516765,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.145313516765
000d7d20_1486,000d7d20,1486,gr_residual,0.3880446849320338,11747.82000000001,11749.14761459614,1.3276145961299335,1.3276145961299335,1.3276145961299335,1.3276145961299335,1.3276145961299335,11749.14761459614,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.14761459614
000d7d20_1487,000d7d20,1487,gr_residual,0.3880446849320338,11747.83000000001,11749.144470456302,1.3144704562910192,1.3276145961299335,1.3215818764526184,1.3215818764526184,1.3215818764526184,11749.144470456302,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.151581876464
000d7d20_1488,000d7d20,1488,gr_residual,0.3880446849320338,11747.840000000013,11749.159193173338,1.3191931733254023,1.3276145961299335,1.3237494452956828,1.3237494452956828,1.3237494452956828,11749.159193173338,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.163749445308
000d7d20_1489,000d7d20,1489,gr_residual,0.3880446849320338,11747.850000000011,11749.188406677418,1.3384066774069652,1.3384066774069652,1.3384066774069652,1.3384066774069652,1.3384066774069652,11749.188406677418,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.188406677418
000d7d20_1490,000d7d20,1490,gr_residual,0.3880446849320338,11747.860000000011,11749.211622841092,1.3516228410808253,1.3384066774069652,1.3444724536107353,1.3444724536107353,1.3444724536107353,11749.211622841092,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.204472453623
000d7d20_1491,000d7d20,1491,gr_residual,0.3880446849320338,11747.870000000012,11749.21872687136,1.3487268713488447,1.3384066774069652,1.3431433005584141,1.3431433005584141,1.3431433005584141,11749.21872687136,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.21314330057
000d7d20_1492,000d7d20,1492,gr_residual,0.3880446849320338,11747.880000000012,11749.209059071509,1.3290590714968857,1.3293857393364306,1.3292358097459271,1.3292358097459271,1.3292358097459271,11749.209059071509,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.209235809758
000d7d20_1493,000d7d20,1493,gr_residual,0.3880446849320338,11747.890000000012,11749.219385739349,1.3293857393364306,1.3290590714968857,1.3292090010873892,1.3292090010873892,1.3292090010873892,11749.219385739349,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.2192090011
000d7d20_1494,000d7d20,1494,gr_residual,0.3880446849320338,11747.900000000012,11749.194652215878,1.2946522158654261,1.2946522158654261,1.2946522158654261,1.2946522158654261,1.2946522158654261,11749.194652215878,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.194652215878
000d7d20_1495,000d7d20,1495,gr_residual,0.3880446849320338,11747.910000000013,11749.167679290123,1.2576792901109002,1.2576792901109002,1.2576792901109002,1.2576792901109002,1.2576792901109002,11749.167679290123,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.167679290123
000d7d20_1496,000d7d20,1496,gr_residual,0.3880446849320338,11747.920000000013,11749.13845674604,1.218456746028096,1.218456746028096,1.218456746028096,1.218456746028096,1.218456746028096,11749.13845674604,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.13845674604
000d7d20_1497,000d7d20,1497,gr_residual,0.3880446849320338,11747.930000000011,11749.1474219266,1.2174219265889406,1.2174219265889406,1.2174219265889406,1.2174219265889406,1.2174219265889406,11749.1474219266,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.1474219266
000d7d20_1498,000d7d20,1498,gr_residual,0.3880446849320338,11747.940000000011,11749.127391876063,1.187391876052061,1.187391876052061,1.187391876052061,1.187391876052061,1.187391876052061,11749.127391876063,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.127391876063
000d7d20_1499,000d7d20,1499,gr_residual,0.3880446849320338,11747.950000000012,11749.135164699825,1.1851646998129581,1.1851646998129581,1.1851646998129581,1.1851646998129581,1.1851646998129581,11749.135164699825,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.135164699825
000d7d20_1500,000d7d20,1500,gr_residual,0.3880446849320338,11747.960000000014,11749.116461765952,1.1564617659387295,1.1564617659387295,1.1564617659387295,1.1564617659387295,1.1564617659387295,11749.116461765952,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.116461765952
000d7d20_1501,000d7d20,1501,gr_residual,0.3880446849320338,11747.970000000014,11749.121668823953,1.1516688239389623,1.1516688239389623,1.1516688239389623,1.1516688239389623,1.1516688239389623,11749.121668823953,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.121668823953
000d7d20_1502,000d7d20,1502,gr_residual,0.3880446849320338,11747.980000000014,11749.116634245036,1.1366342450219236,1.1366342450219236,1.1366342450219236,1.1366342450219236,1.1366342450219236,11749.116634245036,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.116634245036
000d7d20_1503,000d7d20,1503,gr_residual,0.3880446849320338,11747.990000000014,11749.116791955768,1.1267919557540154,1.1267919557540154,1.1267919557540154,1.1267919557540154,1.1267919557540154,11749.116791955768,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.116791955768
000d7d20_1504,000d7d20,1504,gr_residual,0.3880446849320338,11748.000000000016,11749.12006990835,1.12006990833288,1.1267919557540154,1.1237067612683882,1.1237067612683882,1.1237067612683882,11749.12006990835,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.123706761286
000d7d20_1505,000d7d20,1505,gr_residual,0.3880446849320338,11748.010000000017,11749.126970819809,1.1169708197921864,1.1267919557540154,1.1222843834901306,1.1222843834901306,1.1222843834901306,11749.126970819809,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.132284383506
000d7d20_1506,000d7d20,1506,gr_residual,0.3880446849320338,11748.020000000017,11749.166462068648,1.146462068631081,1.1286397799140104,1.1368196131443258,1.1368196131443258,1.1368196131443258,11749.166462068648,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.156819613161
000d7d20_1507,000d7d20,1507,gr_residual,0.3880446849320338,11748.030000000015,11749.19012031716,1.1601203171449015,1.1286397799140104,1.1430882914737395,1.1430882914737395,1.1430882914737395,11749.19012031716,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.173088291489
000d7d20_1508,000d7d20,1508,gr_residual,0.3880446849320338,11748.040000000015,11749.16863977993,1.1286397799140104,1.1286397799140104,1.1286397799140104,1.1286397799140104,1.1286397799140104,11749.16863977993,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.16863977993
000d7d20_1509,000d7d20,1509,gr_residual,0.3880446849320338,11748.050000000016,11749.156810348562,1.1068103485467873,1.1068103485467873,1.1068103485467873,1.1068103485467873,1.1068103485467873,11749.156810348562,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.156810348562
000d7d20_1510,000d7d20,1510,gr_residual,0.3880446849320338,11748.060000000016,11749.157342825494,1.0973428254783357,1.0973428254783357,1.0973428254783357,1.0973428254783357,1.0973428254783357,11749.157342825494,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.157342825494
000d7d20_1511,000d7d20,1511,gr_residual,0.3880446849320338,11748.070000000016,11749.157371563262,1.0873715632460517,1.0881926426354767,1.0878157947131382,1.0878157947131382,1.0878157947131382,11749.157371563262,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.15781579473
000d7d20_1512,000d7d20,1512,gr_residual,0.3880446849320338,11748.080000000016,11749.168192642652,1.0881926426354767,1.0873715632460517,1.0877484111683902,1.0877484111683902,1.0877484111683902,11749.168192642652,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.167748411184
000d7d20_1513,000d7d20,1513,gr_residual,0.3880446849320338,11748.090000000017,11749.169773627564,1.0797736275471834,1.0797736275471834,1.0797736275471834,1.0797736275471834,1.0797736275471834,11749.169773627564,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.169773627564
000d7d20_1514,000d7d20,1514,gr_residual,0.3880446849320338,11748.100000000017,11749.172893966575,1.072893966558695,1.072893966558695,1.072893966558695,1.072893966558695,1.072893966558695,11749.172893966575,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.172893966575
000d7d20_1515,000d7d20,1515,gr_residual,0.3880446849320338,11748.110000000015,11749.166896477956,1.0568964779413363,1.0568964779413363,1.0568964779413363,1.0568964779413363,1.0568964779413363,11749.166896477956,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.166896477956
000d7d20_1516,000d7d20,1516,gr_residual,0.3880446849320338,11748.120000000015,11749.170862563842,1.0508625638267404,1.0508625638267404,1.0508625638267404,1.0508625638267404,1.0508625638267404,11749.170862563842,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.170862563842
000d7d20_1517,000d7d20,1517,gr_residual,0.3880446849320338,11748.130000000016,11749.167217743374,1.0372177433582692,1.0372177433582692,1.0372177433582692,1.0372177433582692,1.0372177433582692,11749.167217743374,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.167217743374
000d7d20_1518,000d7d20,1518,gr_residual,0.3880446849320338,11748.140000000018,11749.165782493928,1.0257824939108104,1.0257824939108104,1.0257824939108104,1.0257824939108104,1.0257824939108104,11749.165782493928,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.165782493928
000d7d20_1519,000d7d20,1519,gr_residual,0.3880446849320338,11748.150000000018,11749.16783623434,1.0178362343212939,1.0228313669213094,1.0205387684632727,1.0205387684632727,1.0205387684632727,11749.16783623434,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.170538768481
000d7d20_1520,000d7d20,1520,gr_residual,0.3880446849320338,11748.160000000018,11749.179778582393,1.0197785823747836,1.0197785823747836,1.0197785823747836,1.0197785823747836,1.0197785823747836,11749.179778582393,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.179778582393
000d7d20_1521,000d7d20,1521,gr_residual,0.3880446849320338,11748.170000000018,11749.19283136694,1.0228313669213094,1.0178362343212939,1.0201288327793305,1.0201288327793305,1.0201288327793305,11749.19283136694,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.190128832797
000d7d20_1522,000d7d20,1522,gr_residual,0.3880446849320338,11748.180000000018,11749.19539232654,1.0153923265206686,1.0165556114934589,1.0160217026769305,1.0160217026769305,1.0160217026769305,11749.19539232654,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.196021702695
000d7d20_1523,000d7d20,1523,gr_residual,0.3880446849320338,11748.19000000002,11749.206555611514,1.0165556114934589,1.0165556114934589,1.0165556114934589,1.0165556114934589,1.0165556114934589,11749.206555611514,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.206555611514
000d7d20_1524,000d7d20,1524,gr_residual,0.3880446849320338,11748.20000000002,11749.209563645523,1.009563645502567,1.0153923265206686,1.0127171572740212,1.0127171572740212,1.0127171572740212,11749.209563645523,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.212717157296
000d7d20_1525,000d7d20,1525,gr_residual,0.3880446849320338,11748.21000000002,11749.229361798478,1.0193617984587036,1.009563645502567,1.0140606693370846,1.0140606693370846,1.0140606693370846,11749.229361798478,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.224060669356
000d7d20_1526,000d7d20,1526,gr_residual,0.3880446849320338,11748.22000000002,11749.221093002025,1.001093002005291,1.001093002005291,1.001093002005291,1.001093002005291,1.001093002005291,11749.221093002025,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.221093002025
000d7d20_1527,000d7d20,1527,gr_residual,0.3880446849320338,11748.23000000002,11749.229012279897,0.9990122798772063,0.9990122798772063,0.9990122798772063,0.9990122798772063,0.9990122798772063,11749.229012279897,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.229012279897
000d7d20_1528,000d7d20,1528,gr_residual,0.3880446849320338,11748.24000000002,11749.226503735634,0.986503735613951,0.986503735613951,0.986503735613951,0.986503735613951,0.986503735613951,11749.226503735634,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.226503735634
000d7d20_1529,000d7d20,1529,gr_residual,0.3880446849320338,11748.25000000002,11749.20557220039,0.9555722003697156,0.9555722003697156,0.9555722003697156,0.9555722003697156,0.9555722003697156,11749.20557220039,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.20557220039
000d7d20_1530,000d7d20,1530,gr_residual,0.3880446849320338,11748.26000000002,11749.192335940646,0.932335940626217,0.932335940626217,0.932335940626217,0.932335940626217,0.932335940626217,11749.192335940646,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.192335940646
000d7d20_1531,000d7d20,1531,gr_residual,0.3880446849320338,11748.27000000002,11749.165997020324,0.8959970203031844,0.9050912578095449,0.900917307575664,0.900917307575664,0.900917307575664,11749.165997020324,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.170917307596
000d7d20_1532,000d7d20,1532,gr_residual,0.3880446849320338,11748.28000000002,11749.167666656702,0.8876666566811764,0.9018107479441824,0.8953190840752803,0.8953190840752803,0.8953190840752803,11749.167666656702,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.175319084095
000d7d20_1533,000d7d20,1533,gr_residual,0.3880446849320338,11748.29000000002,11749.19509125783,0.9050912578095449,0.8959970203031844,0.9001709705370653,0.9001709705370653,0.9001709705370653,11749.19509125783,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.190170970558
000d7d20_1534,000d7d20,1534,gr_residual,0.3880446849320338,11748.30000000002,11749.201810747963,0.9018107479441824,0.8876666566811764,0.8941583205500785,0.8941583205500785,0.8941583205500785,11749.201810747963,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.19415832057
000d7d20_1535,000d7d20,1535,gr_residual,0.3880446849320338,11748.31000000002,11749.195139352169,0.8851393521490536,0.8851393521490536,0.8851393521490536,0.8851393521490536,0.8851393521490536,11749.195139352169,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.195139352169
000d7d20_1536,000d7d20,1536,gr_residual,0.3880446849320338,11748.320000000022,11749.192689978923,0.8726899789016898,0.8726899789016898,0.8726899789016898,0.8726899789016898,0.8726899789016898,11749.192689978923,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.192689978923
000d7d20_1537,000d7d20,1537,gr_residual,0.3880446849320338,11748.330000000022,11749.195249906676,0.8652499066538439,0.8652499066538439,0.8652499066538439,0.8652499066538439,0.8652499066538439,11749.195249906676,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.195249906676
000d7d20_1538,000d7d20,1538,gr_residual,0.3880446849320338,11748.340000000022,11749.178762487512,0.838762487490385,0.838762487490385,0.838762487490385,0.838762487490385,0.838762487490385,11749.178762487512,0.0,5,0.2890887094345497,-270.4330783795037,244.54077769165679,11749.178762487512
