well,oracle_alpha,learned_alpha,alpha_error,known_rows,target_rows,known_ratio,target_ratio,gr_missing_rate,baseline_slope_median,baseline_slope_std,baseline_confidence,gr_std,gr_volatility,gr_quality_score,typewell_rows,typewell_has_geology,typewell_quality_score,risk_score,route_suggestion,geometry_residual_mean,geometry_residual_std,geometry_residual_abs_mean,geometry_residual_abs_median,geometry_residual_abs_p95,geometry_residual_abs_max,geometry_rows
052d64df,1.0,0.6023889778723003,-0.3976110221276997,2145,2445,0.4673202614379085,0.5326797385620915,0.2752556237218814,0.3699999999989813,0.4017982891484028,0.2698532504903759,19.952104598276925,8.84111595771191,0.2185270789232012,2170,1.0,0.7227668845315904,0.8989606554400944,typewell_alignment,0.00344790546918006,0.1517632319613381,0.12326346146452875,0.1074205231674545,0.293313952375413,0.447968255231653,2445
05948241,0.0,0.6352005928157678,0.6352005928157678,1549,3879,0.2853721444362564,0.7146278555637435,0.5986078886310905,0.4950000000008003,0.4296505949831084,0.0978591425119413,19.403086640872804,8.20578018690006,0.1145512456545659,1900,1.0,0.6000368459837877,1.0,gr_residual,1.2003868270581752,0.6341446578280883,1.208082783797184,1.2899390788822638,2.0911456588559423,2.5492943537776087,3879
059c8f24,1.0,0.8060505021412926,-0.1939494978587074,1740,6258,0.2175543885971493,0.7824456114028507,0.4352828379674017,0.3600000000005821,0.410022481747997,0.0771371354454108,14.652871433605164,7.1601425402944665,0.1325861573246671,1634,1.0,0.4543010752688172,1.0,typewell_alignment,-88.58237497435378,50.913829240369026,88.58237497435378,87.8666981211626,169.14079620764403,178.68075206129066,6258
05a0ee4d,1.0,0.7849927234915097,-0.21500727650849027,1750,4348,0.2869793374877009,0.7130206625122991,0.3597056117755289,0.3299999999981082,0.4247447962472908,0.1158439190857058,21.161944818911124,8.307602619146033,0.1910729424294169,1843,1.0,0.5522302394227616,1.0,typewell_alignment,-42.603119086488555,25.706854417332686,42.642723870482435,42.43071469928813,82.47796881568932,86.98918921750783,4348
060ab2b8,0.75,0.7286925656582722,-0.02130743434172777,1560,6258,0.1995395241749808,0.8004604758250192,0.5749440715883669,0.6099999999987631,0.3819283444341685,0.0642651362709643,15.014446054810842,8.148514541761926,0.1091588589458237,1082,1.0,0.3883985674085444,1.0,gr_residual,-29.39203835355909,18.797666760656675,29.55874939161854,29.720984288970513,58.45501489720602,61.54484170879411,6258
06df5958,1.0,0.7066151646909199,-0.2933848353090801,1530,3509,0.3036316729509823,0.6963683270490176,0.189227700199487,0.2399999999997817,0.3919757436894397,0.1418013110270059,15.389055034691811,7.944109086174832,0.2067986440122432,1234,1.0,0.4948898590990276,1.0,typewell_alignment,-67.3865091119106,37.77747304381413,67.3865091119106,67.35882306252064,125.99914369013894,132.91025424099692,3509
071d7b45,0.75,0.7655723404299054,0.015572340429905407,1509,3211,0.3197033898305085,0.6802966101694915,0.1538461538461538,0.0900000000001455,0.3093438827938558,0.1656544507051975,13.977361147352704,6.313906969308671,0.1807694701637235,1088,1.0,0.4805084745762712,0.9728070877563408,typewell_alignment,-61.54604384673721,36.75617200386572,61.567686120516946,61.27702289445806,118.9712617598105,125.36529650588702,3211
0849b4e2,0.5,0.7942510726279329,0.29425107262793293,1899,5537,0.2553792361484669,0.7446207638515331,0.2499548491963157,0.429999999998472,0.428094456402085,0.105070976897389,16.307026754656043,5.068603343393887,0.1524774168146716,2288,1.0,0.5576923076923077,1.0,typewell_alignment,30.170940699636375,16.833468860151644,30.170940699636375,30.43031037650224,56.3890298929626,59.547777890076624,5537
084d66f9,1.0,0.651770342571133,-0.348229657428867,1747,3885,0.3101917613636363,0.6898082386363636,0.6463320463320463,0.5100000000002183,0.4887943724317073,0.1022161030634312,18.93261250793856,9.742458278670837,0.1107610201827019,2060,1.0,0.6157670454545454,1.0,gr_residual,1.8585143826913426,1.4289674746131722,1.9470054211960948,1.6789334897113548,3.996364399212642,4.25034421080725,3885
08fecf00,1.0,0.7768747176859487,-0.22312528231405127,1831,5574,0.2472653612424037,0.7527346387575962,0.2823824901327592,0.4200000000009822,0.4454731710368764,0.0975838193608177,14.799715326441348,4.890208349536598,0.1365643256411843,4437,1.0,0.8491897366644159,1.0,typewell_alignment,28.77837787289043,17.21798822556585,28.798438461619664,28.91317426196159,55.690723013484785,58.7876521297562,5574
09053135,1.0,0.774152030380701,-0.22584796961929898,1808,5907,0.234348671419313,0.765651328580687,0.4218723548332487,0.3599999999987631,0.4146619117761676,0.0853612823899453,19.236624594087733,6.137795023616924,0.1404762326550018,1856,1.0,0.4905703175631886,1.0,typewell_alignment,2.2373526076070926,1.6888171646376227,2.3680256276015057,2.1654379815691573,4.707190386556587,5.03422808263645,5907
09441b8d,1.0,0.7102796380858185,-0.2897203619141815,1907,5488,0.2578769438810007,0.7421230561189993,0.1171647230320699,0.4250000000001819,0.4223745072772377,0.1149939430193351,17.4102953074057,5.55158857780422,0.1940879077927492,2055,1.0,0.5278904665314401,1.0,typewell_alignment,-0.12349707384341031,1.1888194217315513,1.0263958731747034,1.076915356904704,2.031059330424225,2.3492959135379365,5488
0955cd6c,0.0,0.7412547894833705,0.7412547894833705,1930,5195,0.2708771929824561,0.7291228070175438,0.6454282964388836,0.2299999999995634,0.4219334619268193,0.0884778356724834,19.324627811568195,10.13218905014684,0.1146765394202287,3602,1.0,0.7555438596491229,1.0,gr_residual,4.3221690750128925,1.3317917106186803,4.3221690750128925,4.248793167510534,6.4989404957187995,6.713331267416841,5195
09ec2ca9,1.0,0.8481941179302596,-0.15180588206974044,1939,5885,0.2478271983640081,0.7521728016359919,0.5604078164825829,0.25,0.4059187176726215,0.0843433055184995,19.93327591516777,11.193458822376378,0.1531768418730879,1784,1.0,0.4780163599182004,1.0,typewell_alignment,29.658844377444645,15.489029856536389,29.658844377444645,29.643994975555447,53.745731768898274,56.3854657271048,5885
0a57a29c,1.0,0.8312676618161969,-0.16873233818380307,1373,5821,0.1908534890186266,0.8091465109813734,0.5299776670675141,0.1899999999986903,0.3950316644069352,0.0621373623387896,14.683971641132034,7.58503043240217,0.1144388902807772,1395,1.0,0.4439115929941618,1.0,gr_residual,60.035642058295096,31.770103580403205,60.035642058295096,60.10780871259159,109.68361507327882,115.1952174552979,5821
0bbf5e67,1.0,0.9950977238009002,-0.004902276199099775,1733,4298,0.2873486983916432,0.7126513016083568,0.5274546300604932,0.4700000000011641,0.4362652645730847,0.1033489782477669,13.367497444193557,7.543446248219825,0.1107720933655005,1609,1.0,0.5167882606532913,1.0,gr_residual,147.96985668167514,86.0375327518212,147.9721177406203,148.08799676199516,281.95335224036194,296.92815800532446,4298
0be01c24,1.0,0.7830281188206176,-0.21697188117938238,1647,4738,0.2579483163664839,0.742051683633516,0.0350358801181933,0.3949999999986175,0.4581790706802798,0.1171068543948141,14.46078236502874,4.602963239736307,0.176047238227561,2003,1.0,0.5637039937353172,0.991652115634734,typewell_alignment,47.765334824412164,28.075826621026607,47.77837117305488,47.7365007153829,91.56181449727143,96.73148321427024,4738
0c1b160c,1.0,0.8560079591160595,-0.14399204088394046,1660,5054,0.247244563598451,0.752755436401549,0.5209734863474476,0.0599999999994906,0.3933707177114865,0.087160986926722,19.218712965739368,12.40771108302734,0.1764116583306346,1464,1.0,0.4680518319928507,1.0,typewell_alignment,27.917403151597423,15.82427544022188,27.917403151597423,28.060058210526456,52.61921234832597,55.43086260819443,5054
0d99f8e4,0.75,0.7597732802898635,0.009773280289863462,1699,5823,0.2258707790481255,0.7741292209518745,0.5399278722308088,0.1700000000000727,0.3514889852274983,0.0788040245171758,14.72910321462764,6.838935925130508,0.1052808876555751,1459,1.0,0.4439643711778782,1.0,gr_residual,31.432637393951925,18.296049742433514,31.434197335760487,31.4498540333282,59.65935122216163,62.82980168810491,5823
0dc5e64d,1.0,0.8570944488955896,-0.1429055511044104,1312,4879,0.2119205298013245,0.7880794701986755,0.0114777618364418,0.31999999999789,0.3608866003185227,0.0982316728228573,31.9429040845634,4.570092286817748,0.2877044511140598,1573,1.0,0.5040785010499111,1.0,typewell_alignment,49.93580334158623,30.230279606632763,49.988730566737345,50.4258708928447,97.35924736582496,102.72557944949804,4879
0dc835f3,1.0,0.7518471305271045,-0.2481528694728955,851,4428,0.1612047736313696,0.8387952263686305,0.033423667570009,0.3200000000015279,0.1837850184601066,0.079817831622042,21.615359508306604,2.904691048624722,0.1867327056480302,1194,1.0,0.4761792006061754,1.0,typewell_alignment,-64.33505666508792,38.32877956732577,64.35996318692571,64.29276355996907,124.16405779602914,131.171731100876,4428
0dd99dc5,1.0,0.8564347998994936,-0.14356520010050644,1840,7342,0.2003920714441298,0.7996079285558702,0.476436938163988,0.3400000000001455,0.4007974451402839,0.0681441447667764,18.274093877028104,8.443404638235664,0.1482108490851482,1992,1.0,0.4669461990851666,1.0,typewell_alignment,-71.57783568979993,43.500121238226825,71.67677615885857,71.61104810271942,139.45225165588374,146.62845699258926,7342
0e5e560d,0.75,0.717235406352765,-0.03276459364723505,1643,3253,0.3355800653594771,0.6644199346405228,0.2846603135567169,0.4300000000012005,0.4028382685214007,0.1543959982706244,24.430811654141188,9.486422383122742,0.2449473454366579,1833,1.0,0.6243872549019608,1.0,typewell_alignment,-16.38145751099765,9.398674405963577,16.38145751099765,16.298304746150194,31.18294472408809,32.77390706035352,3253
109d9d70,1.0,0.8151676202282363,-0.1848323797717637,1636,4215,0.2796103230217057,0.7203896769782943,0.4132858837485172,0.2099999999991268,0.4031576831230068,0.109728119369371,14.207503123721144,7.28423922370332,0.1375737110700785,2992,1.0,0.761365578533584,1.0,typewell_alignment,21.329898608016755,10.903380759674919,21.329898608016755,21.4272875378804,38.3332656367267,40.38535499080853,4215
10a1281a,1.0,0.6867199788205735,-0.31328002117942655,1744,5609,0.2371821025431796,0.7628178974568204,0.0427883758245676,0.5600000000013097,0.4731013993092684,0.1032776134477707,14.773610434290427,4.946999088635895,0.18309069839069,1896,1.0,0.5078539371685027,1.0,typewell_alignment,-29.39156970041063,16.951968370166465,29.39195000364923,29.69581767582615,55.82689985121395,58.82057056286938,5609
10b89021,0.5,0.7513653516550591,0.25136535165505913,1752,5414,0.2444878593357521,0.7555121406642479,0.5733284078315478,0.5499999999992724,0.4517811236901192,0.0795021232442702,13.499934482589488,7.765896464387231,0.1022699890556106,1006,1.0,0.3903851521071727,1.0,gr_residual,26.278423648169046,14.430546279375625,26.278423648169046,26.03628509536039,49.54731381239098,52.34615535413345,5414
10be2420,0.25,0.6139760166880444,0.36397601668804436,1932,3271,0.3713242360176821,0.628675763982318,0.5166615713848975,0.3500000000021828,0.3984408717217934,0.1566255922666209,20.03701164308928,5.1445923142607,0.11026069406151,2012,1.0,0.6366999807803191,1.0,gr_residual,16.035813633004082,8.486323494510769,16.035813633004082,16.0234709477872,29.225348189352676,30.602996187789223,3271
113011eb,0.0,0.6834460884860034,0.6834460884860034,1289,3272,0.2826134619600964,0.7173865380399035,0.5030562347188264,0.0850000000000363,0.3299084957418814,0.1108570599435271,14.995829683057902,5.527736298885573,0.1015150072108296,1196,1.0,0.5122231966673976,1.0,gr_residual,3.4993938776963653,1.819332629595615,3.4993938776963653,3.5606050020106363,6.321471876749689,6.667091591751728,3272
1131525f,1.0,0.8714248630210522,-0.12857513697894785,1389,4159,0.2503604902667628,0.7496395097332372,0.353931233469584,0.2399999999997817,0.3588237593423608,0.1011435462211716,17.520402968224396,7.888369853445218,0.1726747447154999,1241,1.0,0.4736842105263158,1.0,typewell_alignment,-140.41367311654514,80.61365993357677,140.41367311654514,140.29734525782368,266.0700485698335,280.0854942412828,4159
11d0f5ac,1.0,0.779584438800992,-0.22041556119900796,1495,4883,0.2343994982753214,0.7656005017246785,0.4040548842924432,0.1599999999998544,0.3875226834857537,0.0880384397501044,12.313128109286772,9.557735528056286,0.1597798945772125,695,1.0,0.3589683286296645,1.0,typewell_alignment,1.7873476212397235,0.5213385691882416,1.7873476212397235,1.86949168917854,2.520458876715656,2.9719597001502187,4883
12203f2a,0.5,0.708472520460374,0.208472520460374,1730,3261,0.3466239230615107,0.6533760769384893,0.291015026065624,0.3999999999996362,0.4374280369664498,0.1576839337401159,20.945724268633032,8.028365795162488,0.2066535878718371,1940,1.0,0.6386996593868964,1.0,typewell_alignment,15.16384065772237,8.67557912083765,15.16384065772237,14.968589817535612,29.036205513693226,30.76650138716092,3261
122bd617,1.0,0.7955622537845848,-0.20443774621541522,1838,4570,0.2868289637952559,0.7131710362047441,0.3045951859956236,0.5100000000002183,0.4511421517627885,0.1174715692281593,20.00489571334148,5.236545764731846,0.1597772625629324,2363,1.0,0.6187578027465668,1.0,typewell_alignment,-88.96321782136165,52.55428161881651,88.98274104795198,89.25489968776196,170.67656658381725,179.72060393247776,4570
125be846,0.75,0.9242252878043462,0.1742252878043462,1523,6510,0.1895929291671853,0.8104070708328146,0.2758832565284178,0.090000000001055,0.4301553826740416,0.070508644868787,16.471976825826665,7.577528253939263,0.1842880155164841,1426,1.0,0.4275177393252832,1.0,typewell_alignment,65.63722422211049,35.39028130424965,65.63722422211049,65.68418414407765,121.09603718182096,126.8597040645257,6510
1285a37b,1.0,0.686184688037076,-0.313815311962924,1806,5597,0.2439551533162231,0.7560448466837768,0.0418081114882973,0.4400000000005093,0.4856677217016662,0.1063251507668557,13.936435042932024,4.318325727990017,0.1662168125209017,2011,1.0,0.5216466297446981,1.0,typewell_alignment,-27.820440188013222,16.95944661410662,27.862281596409005,27.768614631413246,54.24028111657442,57.018907750904944,5597
1295a25b,1.0,0.7268982908470076,-0.27310170915299237,1486,5551,0.2111695324712235,0.7888304675287765,0.4455053143577733,0.2100000000009458,0.4643001766259571,0.071047159230846,16.783800568348255,4.742706972159813,0.1107619176075946,1336,1.0,0.4398536308085832,1.0,gr_residual,-50.557982013647006,29.536526961908738,50.559134934114454,50.45995757359347,96.31630629204278,101.40303240754264,5551
12f0cd90,1.0,0.7829256114197993,-0.21707438858020067,1484,5947,0.1997039429417305,0.8002960570582694,0.2914074323188162,0.180000000000291,0.3722971959816264,0.0776723254930774,18.51031971875248,5.700463341992206,0.1627628377426848,1392,1.0,0.4373233750504642,1.0,typewell_alignment,-54.37421161543149,30.642741263358364,54.37421161543149,54.13627916163422,102.78566950035983,107.67625801213444,5947
137d1e44,0.75,0.8058628215489914,0.05586282154899136,1759,4554,0.278631395533027,0.7213686044669729,0.4857268335529205,0.5500000000010914,0.4619298966533788,0.1000208407549261,15.55823056386043,7.743628100208105,0.129654180960091,1998,1.0,0.5664897829874862,1.0,typewell_alignment,-67.69403280865463,39.16986772991277,67.69403280865463,67.42728220501746,129.00496885510967,135.79370283621216,4554
13ce113d,1.0,0.6073889841733305,-0.39261101582666946,1909,2966,0.3915897435897436,0.6084102564102564,0.191166554281861,0.5199999999986176,0.3911232504334272,0.2092221982220367,17.395579841785533,2.9054962719465736,0.1349395436212975,2191,1.0,0.6994358974358974,0.9385694403484284,typewell_alignment,-13.935247702750308,8.359471462082709,13.952146754865453,14.076917768887434,26.708443677294497,28.16717540645664,2966
13f598d9,1.0,0.69877760803911,-0.30122239196088996,1628,7306,0.1822252070740989,0.817774792925901,0.556118258965234,0.2400000000016007,0.4036048899326513,0.0573061844421799,14.654810105797322,8.345430983674918,0.114743955096227,1781,1.0,0.4493507947168121,1.0,gr_residual,-67.58619424743141,42.781827314384614,67.8572286802908,67.53518780054402,134.09886241632046,141.31895938226145,7306
14a53cb3,1.0,1.0,0.0,1861,6919,0.2119589977220956,0.7880410022779043,0.1307992484463072,0.2999999999992724,0.4346707181906777,0.0876086047376493,25.34172141263086,9.522151976623114,0.3032022536993048,1959,1.0,0.4731207289293849,1.0,typewell_alignment,135.2639140824873,76.61094344935734,135.2639140824873,135.4541922070835,254.7034028210322,267.35848286521656,6919
14ab73fb,0.0,0.6946523343718884,0.6946523343718884,1630,3649,0.3087706004925175,0.6912293995074825,0.4097012880241162,0.2999999999992724,0.3919524786460974,0.1275874766292044,23.47838847461076,5.976023334914509,0.1571731680207082,1449,1.0,0.5244838037507104,1.0,typewell_alignment,1.204319273089766,0.9291037209860938,1.2263235016373204,1.000334764622628,2.6196404455930313,2.872043628295935,3649
14ad5efb,1.0,0.7706735871172152,-0.22932641288278477,1510,5842,0.2053862894450489,0.794613710554951,0.2038685381718589,0.2299999999977444,0.3794094341482264,0.0841395784147931,14.983563052187176,4.88117919443881,0.1522767437760979,1401,1.0,0.4405603917301415,1.0,typewell_alignment,-26.234878434963147,14.46673921818621,26.234878434963147,26.269786169747118,48.89337923355907,51.45102029841373,5842
14fee784,0.5,0.7779065503151587,0.27790655031515865,1496,4910,0.2335310646269122,0.7664689353730877,0.6004073319755601,0.2799999999988358,0.3845195107495124,0.0770003481046301,18.683160343699853,8.270967015063,0.1127606923392447,1382,1.0,0.465735248204808,1.0,gr_residual,25.72054232115737,13.09528751138759,25.72054232115737,25.588448794325046,46.39556481441784,48.43163873267208,4910
153552f5,1.0,0.770822498529105,-0.229177501470895,1803,4695,0.2774699907663897,0.7225300092336103,0.2078807241746539,0.3400000000001455,0.4199881100790477,0.1211664382957645,24.646979518924493,6.004663200211085,0.217149111613355,2115,1.0,0.5754847645429363,1.0,typewell_alignment,22.70076289931114,12.252528249642793,22.70076289931114,22.386985474693013,41.70128527507239,43.89603208588407,4695
1550491d,0.0,0.6897434237668789,0.6897434237668789,1366,4563,0.2303929836397369,0.7696070163602631,0.0372561911023449,0.0699999999997089,0.3702881638170995,0.1071992998732451,15.514408022031668,4.377513969328084,0.1776409911461916,1197,1.0,0.4518890200708382,1.0,typewell_alignment,1.787147550975012,0.7826521252530142,1.787147550975012,1.7973163574672508,3.1589757912468577,3.5639020502917607,4563
155887bb,1.0,1.0,0.0,1477,5585,0.2091475502690456,0.7908524497309544,0.2712623097582811,0.7999999999992724,0.4295844664766495,0.0799496573197406,18.646549275903748,7.424292181350189,0.1931350010327139,2122,1.0,0.5504814500141603,1.0,typewell_alignment,136.13279014890142,78.01937951414705,136.13279014890142,136.24432369325808,257.69199455760844,271.5972402375158,5585
1590af81,1.0,0.7561899064276892,-0.24381009357231076,1432,3799,0.2737526285605047,0.7262473714394954,0.2082126875493551,0.0799999999999272,0.3746819420637169,0.1228281646149114,18.35183872752066,5.710348860340594,0.1812448421993889,1219,1.0,0.4830338367424966,1.0,typewell_alignment,-17.57037761347814,11.244368932784461,17.66472789872879,17.701878373575987,34.950554103708946,36.91273937810068,3799
15e154a1,1.0,0.8679516862791739,-0.13204831372082615,1631,6068,0.2118456942460059,0.788154305753994,0.4859920896506262,0.3800000000010186,0.4045321790224524,0.0724343968472926,18.552167549636728,7.970119219869344,0.1415338419753099,3707,1.0,0.7314911027406157,1.0,typewell_alignment,-144.56977285209265,84.09676197278401,144.57157650440476,144.89715237160038,275.8641766327873,290.8173268321985,6068
1619e2ca,1.0,0.7753684940388466,-0.22463150596115344,1559,4443,0.2597467510829723,0.7402532489170277,0.3968039612874184,0.3199999999997089,0.451763339133673,0.0968725242759274,19.426815369774697,6.101505626105101,0.1468466934510375,1655,1.0,0.5257414195268244,1.0,typewell_alignment,-41.62774341054937,23.489351164514144,41.62774341054937,41.63866494208845,78.01104899566263,82.20205580065772,4443
16e4a047,1.0,0.8485001532827513,-0.1514998467172487,1553,4131,0.2732230823363828,0.7267769176636172,0.5727426773178407,0.570000000001528,0.3655162307678888,0.0982339670220654,17.36539239135871,10.522634174166791,0.1362892692242226,4060,1.0,0.9642857142857144,1.0,typewell_alignment,-79.44667435334415,46.74257269173616,79.4569912056389,79.32677334071384,152.26132385530784,160.26838286227104,4131
173ed841,0.5,0.7790077277023589,0.27900772770235893,1647,4883,0.2522205206738132,0.7477794793261868,0.3895146426377227,0.2999999999992724,0.478404785091068,0.0918565869387053,17.058481646651046,4.963801898751598,0.1256937754214084,1827,1.0,0.5297856049004595,1.0,typewell_alignment,-22.914892821459116,14.617396776753084,23.048121375541555,22.785201858865143,45.78826755764336,48.41246863665884,4883
1770d7c6,0.75,0.7148671150498733,-0.035132884950126675,1881,7240,0.2062273873478785,0.7937726126521215,0.0459944751381215,0.3200000000006184,0.3986279687496141,0.0907431428219137,15.38531269459024,3.3445430904737576,0.1555497099313035,1955,1.0,0.4643405328363118,1.0,typewell_alignment,-35.94494759516235,22.542198992060328,36.038680864182105,35.78767698439688,71.3147212628319,74.99402028318568,7240
177622d7,0.5,0.6818698420206769,0.1818698420206769,1545,3154,0.3287933602894233,0.6712066397105767,0.5630944831959417,0.1899999999986903,0.3696795932849424,0.128474232035918,18.13602868948248,7.674908988257584,0.1165875202297231,1268,1.0,0.5198446477974037,1.0,gr_residual,16.711172447760344,8.894031178333845,16.711172447760344,16.854788465885342,30.585608538039214,32.23669139285948,3154
18d24f7b,1.0,0.7315652357191561,-0.2684347642808439,1702,4558,0.2718849840255591,0.728115015974441,0.1309784993418165,0.2700000000004365,0.3757809284812562,0.1268207321684401,15.347432842243617,7.288805872307146,0.2100403873420284,1649,1.0,0.5134185303514377,1.0,typewell_alignment,-0.5566050680018586,0.9926180003527572,0.9301187184800614,0.7965383609395733,2.1558063589299157,2.438590210697842,4558
19137a89,0.75,0.771776506623086,0.021776506623085945,1691,6267,0.2124905755214878,0.7875094244785122,0.0571246210307962,0.2699999999986175,0.436262602891215,0.0912504497677073,34.66733070301532,3.726418104096081,0.2745645362322976,1572,1.0,0.4475370696154813,1.0,typewell_alignment,-59.247360735864326,33.26390062301852,59.247360735864326,58.98707540448102,110.73696693080166,116.49086837102004,6267
1944513c,1.0,0.7811600500835515,-0.2188399499164485,1877,4722,0.2844370359145325,0.7155629640854675,0.0374841168996188,0.5599999999985812,0.4360825842947568,0.135803844103312,12.999740099693362,4.032197487377837,0.155823934521296,2235,1.0,0.5886876799515077,0.9735671851215928,typewell_alignment,44.793065868024925,25.57738502918238,44.793065868024925,44.58482738467708,84.92876619602444,89.85625222362727,4722
197f8a5a,1.0,0.7467523299662656,-0.2532476700337344,1938,6310,0.2349660523763336,0.7650339476236664,0.5215530903328051,0.4500000000007276,0.4225569949908298,0.0797995570118431,20.75475989725405,13.733305158303596,0.1934759653359245,2157,1.0,0.5115179437439379,1.0,typewell_alignment,0.7240462147119527,1.1560812923469326,1.1102996560154472,0.9222497633039615,2.6675596103327317,3.094675794135801,6310
19871e7f,1.0,0.7272427890810476,-0.27275721091895244,1859,5293,0.2599272930648769,0.7400727069351231,0.1435858681277158,0.3599999999987631,0.4374525839820466,0.1133962890699054,17.123003911447388,4.418418172692781,0.1673323060839829,2077,1.0,0.5404082774049217,1.0,typewell_alignment,-24.40069288911859,15.775341707345985,24.558616882643168,24.424338785657994,49.073357688240186,51.9550816357252,5293
