split,kind,well,path,rows,columns,missing_columns,all_empty_columns,dtype_warnings,tvt_input_missing_rate,gr_missing_rate,md_monotonic,row_index_continuous,critical_error_count,warning_count
train,horizontal,0dc5e64d,data\raw\train\0dc5e64d__horizontal_well.csv,6191,13,,,,0.7880794701986755,0.011145210789856244,True,True,0,0
train,typewell,0dc5e64d,data\raw\train\0dc5e64d__typewell.csv,1573,3,,,,,0.0,,True,0,0
train,horizontal,0dc835f3,data\raw\train\0dc835f3__horizontal_well.csv,5279,13,,,,0.8387952263686305,0.035991665088084865,True,True,0,0
train,typewell,0dc835f3,data\raw\train\0dc835f3__typewell.csv,1194,3,,,,,0.0,,True,0,0
train,horizontal,0dd99dc5,data\raw\train\0dd99dc5__horizontal_well.csv,9182,13,,,,0.7996079285558702,0.4708124591592246,True,True,0,0
train,typewell,0dd99dc5,data\raw\train\0dd99dc5__typewell.csv,1992,3,,,,,0.0,,True,0,0
train,horizontal,0e5e560d,data\raw\train\0e5e560d__horizontal_well.csv,4896,13,,,,0.6644199346405228,0.2465277777777778,True,True,0,0
train,typewell,0e5e560d,data\raw\train\0e5e560d__typewell.csv,1833,3,,,,,0.0,,True,0,0
train,horizontal,109d9d70,data\raw\train\109d9d70__horizontal_well.csv,5851,13,,,,0.7203896769782943,0.3717313279781234,True,True,0,0
train,typewell,109d9d70,data\raw\train\109d9d70__typewell.csv,2992,3,,,,,0.0,,True,0,0
train,horizontal,10a1281a,data\raw\train\10a1281a__horizontal_well.csv,7353,13,,,,0.7628178974568204,0.047599619203046374,True,True,0,0
train,typewell,10a1281a,data\raw\train\10a1281a__typewell.csv,1896,3,,,,,0.0,,True,0,0
train,horizontal,10b89021,data\raw\train\10b89021__horizontal_well.csv,7166,13,,,,0.7555121406642479,0.5060005581914597,True,True,0,0
train,typewell,10b89021,data\raw\train\10b89021__typewell.csv,1006,3,,,,,0.0,,True,0,0
train,horizontal,10be2420,data\raw\train\10be2420__horizontal_well.csv,5203,13,,,,0.628675763982318,0.4687680184508937,True,True,0,0
train,typewell,10be2420,data\raw\train\10be2420__typewell.csv,2012,3,,,,,0.0,,True,0,0
train,horizontal,113011eb,data\raw\train\113011eb__horizontal_well.csv,4561,13,,,,0.7173865380399035,0.47796535847401883,True,True,0,0
train,typewell,113011eb,data\raw\train\113011eb__typewell.csv,1196,3,,,,,0.0,,True,0,0
train,horizontal,1131525f,data\raw\train\1131525f__horizontal_well.csv,5548,13,,,,0.7496395097332372,0.31542898341744774,True,True,0,0
train,typewell,1131525f,data\raw\train\1131525f__typewell.csv,1241,3,,,,,0.0,,True,0,0
train,horizontal,11d0f5ac,data\raw\train\11d0f5ac__horizontal_well.csv,6378,13,,,,0.7656005017246785,0.3731577296958294,True,True,0,0
train,typewell,11d0f5ac,data\raw\train\11d0f5ac__typewell.csv,695,3,,,,,0.0,,True,0,0
train,horizontal,12203f2a,data\raw\train\12203f2a__horizontal_well.csv,4991,13,,,,0.6533760769384893,0.2592666800240433,True,True,0,0
train,typewell,12203f2a,data\raw\train\12203f2a__typewell.csv,1940,3,,,,,0.0,,True,0,0
train,horizontal,122bd617,data\raw\train\122bd617__horizontal_well.csv,6408,13,,,,0.7131710362047441,0.2933832709113608,True,True,0,0
train,typewell,122bd617,data\raw\train\122bd617__typewell.csv,2363,3,,,,,0.0,,True,0,0
train,horizontal,125be846,data\raw\train\125be846__horizontal_well.csv,8033,13,,,,0.8104070708328146,0.2412548238516121,True,True,0,0
train,typewell,125be846,data\raw\train\125be846__typewell.csv,1426,3,,,,,0.0,,True,0,0
train,horizontal,1285a37b,data\raw\train\1285a37b__horizontal_well.csv,7403,13,,,,0.7560448466837768,0.038362825881399436,True,True,0,0
train,typewell,1285a37b,data\raw\train\1285a37b__typewell.csv,2011,3,,,,,0.0,,True,0,0
train,horizontal,1295a25b,data\raw\train\1295a25b__horizontal_well.csv,7037,13,,,,0.7888304675287765,0.4102600540002842,True,True,0,0
train,typewell,1295a25b,data\raw\train\1295a25b__typewell.csv,1336,3,,,,,0.0,,True,0,0
train,horizontal,12f0cd90,data\raw\train\12f0cd90__horizontal_well.csv,7431,13,,,,0.8002960570582694,0.25999192571659263,True,True,0,0
train,typewell,12f0cd90,data\raw\train\12f0cd90__typewell.csv,1392,3,,,,,0.0,,True,0,0
train,horizontal,137d1e44,data\raw\train\137d1e44__horizontal_well.csv,6313,13,,,,0.7213686044669729,0.4365594804371931,True,True,0,0
train,typewell,137d1e44,data\raw\train\137d1e44__typewell.csv,1998,3,,,,,0.0,,True,0,0
train,horizontal,13ce113d,data\raw\train\13ce113d__horizontal_well.csv,4875,13,,,,0.6084102564102564,0.18892307692307692,True,True,0,0
train,typewell,13ce113d,data\raw\train\13ce113d__typewell.csv,2191,3,,,,,0.0,,True,0,0
train,horizontal,13f598d9,data\raw\train\13f598d9__horizontal_well.csv,8934,13,,,,0.817774792925901,0.5341392433400493,True,True,0,0
train,typewell,13f598d9,data\raw\train\13f598d9__typewell.csv,1781,3,,,,,0.0,,True,0,0
train,horizontal,14a53cb3,data\raw\train\14a53cb3__horizontal_well.csv,8780,13,,,,0.7880410022779043,0.12938496583143508,True,True,0,0
train,typewell,14a53cb3,data\raw\train\14a53cb3__typewell.csv,1959,3,,,,,0.0,,True,0,0
train,horizontal,14ab73fb,data\raw\train\14ab73fb__horizontal_well.csv,5279,13,,,,0.6912293995074825,0.4004546315590074,True,True,0,0
train,typewell,14ab73fb,data\raw\train\14ab73fb__typewell.csv,1449,3,,,,,0.0,,True,0,0
train,horizontal,14ad5efb,data\raw\train\14ad5efb__horizontal_well.csv,7352,13,,,,0.794613710554951,0.17328618063112078,True,True,0,0
train,typewell,14ad5efb,data\raw\train\14ad5efb__typewell.csv,1401,3,,,,,0.0,,True,0,0
train,horizontal,14fee784,data\raw\train\14fee784__horizontal_well.csv,6406,13,,,,0.7664689353730877,0.5519825163908836,True,True,0,0
train,typewell,14fee784,data\raw\train\14fee784__typewell.csv,1382,3,,,,,0.0,,True,0,0
train,horizontal,153552f5,data\raw\train\153552f5__horizontal_well.csv,6498,13,,,,0.7225300092336103,0.1875961834410588,True,True,0,0
train,typewell,153552f5,data\raw\train\153552f5__typewell.csv,2115,3,,,,,0.0,,True,0,0
train,horizontal,1550491d,data\raw\train\1550491d__horizontal_well.csv,5929,13,,,,0.7696070163602631,0.038117726429414744,True,True,0,0
train,typewell,1550491d,data\raw\train\1550491d__typewell.csv,1197,3,,,,,0.0,,True,0,0
train,horizontal,155887bb,data\raw\train\155887bb__horizontal_well.csv,7062,13,,,,0.7908524497309544,0.24936278674596432,True,True,0,0
train,typewell,155887bb,data\raw\train\155887bb__typewell.csv,2122,3,,,,,0.0,,True,0,0
train,horizontal,1590af81,data\raw\train\1590af81__horizontal_well.csv,5231,13,,,,0.7262473714394954,0.17300707321735806,True,True,0,0
train,typewell,1590af81,data\raw\train\1590af81__typewell.csv,1219,3,,,,,0.0,,True,0,0
train,horizontal,15e154a1,data\raw\train\15e154a1__horizontal_well.csv,7699,13,,,,0.788154305753994,0.47811404078451747,True,True,0,0
train,typewell,15e154a1,data\raw\train\15e154a1__typewell.csv,3707,3,,,,,0.0,,True,0,0
train,horizontal,1619e2ca,data\raw\train\1619e2ca__horizontal_well.csv,6002,13,,,,0.7402532489170277,0.3608797067644119,True,True,0,0
train,typewell,1619e2ca,data\raw\train\1619e2ca__typewell.csv,1655,3,,,,,0.0,,True,0,0
train,horizontal,16e4a047,data\raw\train\16e4a047__horizontal_well.csv,5684,13,,,,0.7267769176636172,0.5520760028149191,True,True,0,0
train,typewell,16e4a047,data\raw\train\16e4a047__typewell.csv,4060,3,,,,,0.0,,True,0,0
train,horizontal,173ed841,data\raw\train\173ed841__horizontal_well.csv,6530,13,,,,0.7477794793261868,0.36049004594180706,True,True,0,0
train,typewell,173ed841,data\raw\train\173ed841__typewell.csv,1827,3,,,,,0.0,,True,0,0
train,horizontal,1770d7c6,data\raw\train\1770d7c6__horizontal_well.csv,9121,13,,,,0.7937726126521215,0.0449512114899682,True,True,0,0
train,typewell,1770d7c6,data\raw\train\1770d7c6__typewell.csv,1955,3,,,,,0.0,,True,0,0
train,horizontal,177622d7,data\raw\train\177622d7__horizontal_well.csv,4699,13,,,,0.6712066397105767,0.4732921898276229,True,True,0,0
train,typewell,177622d7,data\raw\train\177622d7__typewell.csv,1268,3,,,,,0.0,,True,0,0
train,horizontal,18d24f7b,data\raw\train\18d24f7b__horizontal_well.csv,6260,13,,,,0.728115015974441,0.12124600638977635,True,True,0,0
train,typewell,18d24f7b,data\raw\train\18d24f7b__typewell.csv,1649,3,,,,,0.0,,True,0,0
train,horizontal,19137a89,data\raw\train\19137a89__horizontal_well.csv,7958,13,,,,0.7875094244785122,0.0816788137723046,True,True,0,0
train,typewell,19137a89,data\raw\train\19137a89__typewell.csv,1572,3,,,,,0.0,,True,0,0
train,horizontal,1944513c,data\raw\train\1944513c__horizontal_well.csv,6599,13,,,,0.7155629640854675,0.07622367025306864,True,True,0,0
train,typewell,1944513c,data\raw\train\1944513c__typewell.csv,2235,3,,,,,0.0,,True,0,0
train,horizontal,197f8a5a,data\raw\train\197f8a5a__horizontal_well.csv,8248,13,,,,0.7650339476236664,0.5179437439379243,True,True,0,0
train,typewell,197f8a5a,data\raw\train\197f8a5a__typewell.csv,2157,3,,,,,0.0,,True,0,0
train,horizontal,19871e7f,data\raw\train\19871e7f__horizontal_well.csv,7152,13,,,,0.7400727069351231,0.141079418344519,True,True,0,0
train,typewell,19871e7f,data\raw\train\19871e7f__typewell.csv,2077,3,,,,,0.0,,True,0,0
train,horizontal,198a5607,data\raw\train\198a5607__horizontal_well.csv,8094,13,,,,0.7723004694835681,0.24956758092414133,True,True,0,0
train,typewell,198a5607,data\raw\train\198a5607__typewell.csv,1987,3,,,,,0.0,,True,0,0
train,horizontal,19fb4f7b,data\raw\train\19fb4f7b__horizontal_well.csv,7923,13,,,,0.7093272750220876,0.03786444528587656,True,True,0,0
train,typewell,19fb4f7b,data\raw\train\19fb4f7b__typewell.csv,2445,3,,,,,0.0,,True,0,0
train,horizontal,1a518997,data\raw\train\1a518997__horizontal_well.csv,6544,13,,,,0.7038508557457213,0.36644254278728605,True,True,0,0
train,typewell,1a518997,data\raw\train\1a518997__typewell.csv,1900,3,,,,,0.0,,True,0,0
train,horizontal,1a68190b,data\raw\train\1a68190b__horizontal_well.csv,6502,13,,,,0.6880959704706244,0.2363888034450938,True,True,0,0
train,typewell,1a68190b,data\raw\train\1a68190b__typewell.csv,2059,3,,,,,0.0,,True,0,0
train,horizontal,1a730ac2,data\raw\train\1a730ac2__horizontal_well.csv,6049,13,,,,0.7612828566705241,0.29707389651182015,True,True,0,0
train,typewell,1a730ac2,data\raw\train\1a730ac2__typewell.csv,1277,3,,,,,0.0,,True,0,0
train,horizontal,1aaf1da0,data\raw\train\1aaf1da0__horizontal_well.csv,6321,13,,,,0.7600063281126404,0.2369878183831672,True,True,0,0
train,typewell,1aaf1da0,data\raw\train\1aaf1da0__typewell.csv,1812,3,,,,,0.0,,True,0,0
train,horizontal,1b08ed48,data\raw\train\1b08ed48__horizontal_well.csv,7175,13,,,,0.7829965156794425,0.5485714285714286,True,True,0,0
train,typewell,1b08ed48,data\raw\train\1b08ed48__typewell.csv,1498,3,,,,,0.0,,True,0,0
train,horizontal,1b1c5372,data\raw\train\1b1c5372__horizontal_well.csv,5792,13,,,,0.7356698895027625,0.25707872928176795,True,True,0,0
train,typewell,1b1c5372,data\raw\train\1b1c5372__typewell.csv,1284,3,,,,,0.0,,True,0,0
train,horizontal,1b1eba53,data\raw\train\1b1eba53__horizontal_well.csv,6710,13,,ANCC,,0.6937406855439643,0.14023845007451566,True,True,0,1
train,typewell,1b1eba53,data\raw\train\1b1eba53__typewell.csv,2414,3,,,,,0.0,,True,0,0
train,horizontal,1b6ba517,data\raw\train\1b6ba517__horizontal_well.csv,8611,13,,,,0.7661131111369179,0.42016026013238883,True,True,0,0
train,typewell,1b6ba517,data\raw\train\1b6ba517__typewell.csv,2086,3,,,,,0.0,,True,0,0
train,horizontal,1b82b665,data\raw\train\1b82b665__horizontal_well.csv,5364,13,,,,0.709545115585384,0.10048471290082028,True,True,0,0
train,typewell,1b82b665,data\raw\train\1b82b665__typewell.csv,1685,3,,,,,0.0,,True,0,0
train,horizontal,1bcb2fcf,data\raw\train\1bcb2fcf__horizontal_well.csv,6202,13,,,,0.7294421154466301,0.07255723960012898,True,True,0,0
train,typewell,1bcb2fcf,data\raw\train\1bcb2fcf__typewell.csv,1474,3,,,,,0.0,,True,0,0
train,horizontal,1beca81d,data\raw\train\1beca81d__horizontal_well.csv,6650,13,,,,0.7572932330827068,0.4473684210526316,True,True,0,0
train,typewell,1beca81d,data\raw\train\1beca81d__typewell.csv,1529,3,,,,,0.0,,True,0,0
train,horizontal,1d3fbf02,data\raw\train\1d3fbf02__horizontal_well.csv,4252,13,,,,0.6335841956726247,0.3306679209783631,True,True,0,0
train,typewell,1d3fbf02,data\raw\train\1d3fbf02__typewell.csv,1191,3,,,,,0.0,,True,0,0
train,horizontal,1d78281a,data\raw\train\1d78281a__horizontal_well.csv,6810,13,,,,0.7267254038179148,0.19251101321585903,True,True,0,0
train,typewell,1d78281a,data\raw\train\1d78281a__typewell.csv,2153,3,,,,,0.0,,True,0,0
train,horizontal,1e30dedf,data\raw\train\1e30dedf__horizontal_well.csv,5474,13,,,,0.7436974789915967,0.4504932407745707,True,True,0,0
train,typewell,1e30dedf,data\raw\train\1e30dedf__typewell.csv,1342,3,,,,,0.0,,True,0,0
train,horizontal,1e5e3573,data\raw\train\1e5e3573__horizontal_well.csv,7126,13,,,,0.7690148751052484,0.5637103564412013,True,True,0,0
train,typewell,1e5e3573,data\raw\train\1e5e3573__typewell.csv,3420,3,,,,,0.0,,True,0,0
train,horizontal,1f9afacb,data\raw\train\1f9afacb__horizontal_well.csv,7054,13,,,,0.755316132690672,0.38857385880351575,True,True,0,0
train,typewell,1f9afacb,data\raw\train\1f9afacb__typewell.csv,3990,3,,,,,0.0,,True,0,0
train,horizontal,1fdbba44,data\raw\train\1fdbba44__horizontal_well.csv,6333,13,,,,0.7754618664140218,0.19358913627033003,True,True,0,0
train,typewell,1fdbba44,data\raw\train\1fdbba44__typewell.csv,1315,3,,,,,0.0,,True,0,0
train,horizontal,1fee2b62,data\raw\train\1fee2b62__horizontal_well.csv,6323,13,,,,0.7339870314724023,0.5546417839633085,True,True,0,0
train,typewell,1fee2b62,data\raw\train\1fee2b62__typewell.csv,2029,3,,,,,0.0,,True,0,0
train,horizontal,20096916,data\raw\train\20096916__horizontal_well.csv,6880,13,,,,0.7460755813953488,0.48372093023255813,True,True,0,0
train,typewell,20096916,data\raw\train\20096916__typewell.csv,1907,3,,,,,0.0,,True,0,0
train,horizontal,200d233d,data\raw\train\200d233d__horizontal_well.csv,5896,13,,,,0.6658751696065129,0.06580732700135686,True,True,0,0
train,typewell,200d233d,data\raw\train\200d233d__typewell.csv,3317,3,,,,,0.0,,True,0,0
train,horizontal,201661b5,data\raw\train\201661b5__horizontal_well.csv,8136,13,,,,0.7319321533923304,0.058751229105211404,True,True,0,0
train,typewell,201661b5,data\raw\train\201661b5__typewell.csv,5163,3,,,,,0.0,,True,0,0
train,horizontal,203721ab,data\raw\train\203721ab__horizontal_well.csv,7235,13,,,,0.7919834139599171,0.20027643400138218,True,True,0,0
train,typewell,203721ab,data\raw\train\203721ab__typewell.csv,1513,3,,,,,0.0,,True,0,0
train,horizontal,20402d71,data\raw\train\20402d71__horizontal_well.csv,7930,13,,,,0.803530895334174,0.012736443883984868,True,True,0,0
train,typewell,20402d71,data\raw\train\20402d71__typewell.csv,1674,3,,,,,0.0,,True,0,0
train,horizontal,2043abc5,data\raw\train\2043abc5__horizontal_well.csv,8513,13,,,,0.8173381886526488,0.6591095970868084,True,True,0,0
train,typewell,2043abc5,data\raw\train\2043abc5__typewell.csv,1420,3,,,,,0.0,,True,0,0
train,horizontal,204cc64b,data\raw\train\204cc64b__horizontal_well.csv,6454,13,,,,0.7444995351719864,0.32816857762627827,True,True,0,0
train,typewell,204cc64b,data\raw\train\204cc64b__typewell.csv,2198,3,,,,,0.0,,True,0,0
train,horizontal,206b6193,data\raw\train\206b6193__horizontal_well.csv,8568,13,,,,0.7627217553688141,0.03699813258636788,True,True,0,0
train,typewell,206b6193,data\raw\train\206b6193__typewell.csv,1776,3,,,,,0.0,,True,0,0
train,horizontal,2075c696,data\raw\train\2075c696__horizontal_well.csv,5580,13,,,,0.571326164874552,0.08225806451612903,True,True,0,0
train,typewell,2075c696,data\raw\train\2075c696__typewell.csv,2593,3,,,,,0.0,,True,0,0
train,horizontal,22c5f93f,data\raw\train\22c5f93f__horizontal_well.csv,6919,13,,,,0.747506865153924,0.5499349616996676,True,True,0,0
train,typewell,22c5f93f,data\raw\train\22c5f93f__typewell.csv,2039,3,,,,,0.0,,True,0,0
train,horizontal,230eaaa3,data\raw\train\230eaaa3__horizontal_well.csv,6451,13,,,,0.7270190668113471,0.1824523329716323,True,True,0,0
train,typewell,230eaaa3,data\raw\train\230eaaa3__typewell.csv,2184,3,,,,,0.0,,True,0,0
train,horizontal,2364716c,data\raw\train\2364716c__horizontal_well.csv,6093,13,,,,0.7083538486788118,0.2773674708682094,True,True,0,0
train,typewell,2364716c,data\raw\train\2364716c__typewell.csv,3780,3,,,,,0.0,,True,0,0
train,horizontal,23b9beb0,data\raw\train\23b9beb0__horizontal_well.csv,8790,13,,,,0.8350398179749715,0.2111490329920364,True,True,0,0
train,typewell,23b9beb0,data\raw\train\23b9beb0__typewell.csv,1422,3,,,,,0.0,,True,0,0
train,horizontal,24d8997e,data\raw\train\24d8997e__horizontal_well.csv,5188,13,,,,0.6634541249036238,0.12259059367771781,True,True,0,0
train,typewell,24d8997e,data\raw\train\24d8997e__typewell.csv,1782,3,,,,,0.0,,True,0,0
train,horizontal,25050f63,data\raw\train\25050f63__horizontal_well.csv,7155,13,,,,0.8559049615653389,0.04570230607966457,True,True,0,0
train,typewell,25050f63,data\raw\train\25050f63__typewell.csv,1743,3,,,,,0.0,,True,0,0
train,horizontal,25939962,data\raw\train\25939962__horizontal_well.csv,6071,13,,,,0.7114149234063581,0.579805633338824,True,True,0,0
train,typewell,25939962,data\raw\train\25939962__typewell.csv,1863,3,,,,,0.0,,True,0,0
train,horizontal,25fd32b3,data\raw\train\25fd32b3__horizontal_well.csv,4546,13,,,,0.6346238451385834,0.22855257369115706,True,True,0,0
train,typewell,25fd32b3,data\raw\train\25fd32b3__typewell.csv,1384,3,,,,,0.0,,True,0,0
train,horizontal,261785ee,data\raw\train\261785ee__horizontal_well.csv,5512,13,,,,0.6614658925979681,0.3309143686502177,True,True,0,0
train,typewell,261785ee,data\raw\train\261785ee__typewell.csv,2537,3,,,,,0.0,,True,0,0
train,horizontal,264feceb,data\raw\train\264feceb__horizontal_well.csv,7408,13,,,,0.7647138228941684,0.041576673866090715,True,True,0,0
train,typewell,264feceb,data\raw\train\264feceb__typewell.csv,1887,3,,,,,0.0,,True,0,0
train,horizontal,26623a50,data\raw\train\26623a50__horizontal_well.csv,7479,13,,,,0.7668137451530953,0.26380532156705444,True,True,0,0
train,typewell,26623a50,data\raw\train\26623a50__typewell.csv,1951,3,,,,,0.0,,True,0,0
train,horizontal,26d3a96a,data\raw\train\26d3a96a__horizontal_well.csv,6465,13,,,,0.7302397525135345,0.31848414539829856,True,True,0,0
train,typewell,26d3a96a,data\raw\train\26d3a96a__typewell.csv,2029,3,,,,,0.0,,True,0,0
train,horizontal,272abef3,data\raw\train\272abef3__horizontal_well.csv,5682,13,,,,0.7277367124252024,0.04611052446321718,True,True,0,0
train,typewell,272abef3,data\raw\train\272abef3__typewell.csv,1504,3,,,,,0.0,,True,0,0
train,horizontal,27300fd5,data\raw\train\27300fd5__horizontal_well.csv,7386,13,,,,0.74018413214189,0.033712428919577576,True,True,0,0
