data_hash,split_id,well,mask_type,target_rows,baseline_rmse,geometry_rmse,rmse_improvement,baseline_mae,geometry_mae,baseline_p95_abs_error,geometry_p95_abs_error,baseline_bias,geometry_bias,selected_alpha,improved
unknown,original_hidden__09ec2ca9__1939_7823,09ec2ca9,original_hidden,5885,0.5740914259908826,0.5626095974710649,0.011481828519817716,0.4305685694931619,0.4219571981032987,0.9185462815854122,0.9001753559537038,0.0,0.0,1.0,True
unknown,original_hidden__0a57a29c__1373_7193,0a57a29c,original_hidden,5821,0.5502032914543923,0.5391992256253044,0.011004065829087861,0.4126524685907942,0.4043994192189783,0.8803252663270277,0.8627187610004872,0.0,0.0,1.0,True
unknown,original_hidden__0bbf5e67__1733_6030,0bbf5e67,original_hidden,4298,0.5535098566556863,0.5424396595225726,0.011070197133113746,0.4151323924917647,0.40682974464192945,0.8856157706490981,0.8679034552361161,0.0,0.0,1.0,True
unknown,original_hidden__0be01c24__1647_6384,0be01c24,original_hidden,4738,0.0524718841073026,0.051422446425156546,0.0010494376821460552,0.03935391308047695,0.03856683481886741,0.08395501457168417,0.08227591428025048,0.0,0.0,1.0,True
unknown,original_hidden__0c1b160c__1660_6713,0c1b160c,original_hidden,5054,0.5679246990333241,0.5565662050526576,0.011358493980666462,0.42594352427499305,0.4174246537894932,0.9086795184533186,0.8905059280842522,0.0,0.0,1.0,True
unknown,original_hidden__0d99f8e4__1699_7521,0d99f8e4,original_hidden,5823,0.5613816951879825,0.5501540612842228,0.011227633903759693,0.42103627139098687,0.41261554596316713,0.8982107123007721,0.8802464980547566,0.0,0.0,1.0,True
unknown,original_hidden__0dc5e64d__1312_6190,0dc5e64d,original_hidden,4879,0.1579356141067581,0.15477690182462295,0.0031587122821351565,0.11845171058006858,0.11608267636846721,0.25269698257081297,0.24764304291939673,0.0,0.0,1.0,True
unknown,original_hidden__0dc835f3__851_5278,0dc835f3,original_hidden,4428,0.0613297287289115,0.06010313415433327,0.0012265945745782297,0.04599729654668362,0.04507735061574995,0.0981275659662584,0.09616501464693324,0.0,0.0,1.0,True
unknown,original_hidden__0dd99dc5__1840_9181,0dd99dc5,original_hidden,7342,0.5009926235384851,0.49097277106771536,0.010019852470769697,0.3757444676538638,0.3682295783007865,0.8015881976615762,0.7855564337083446,0.0,0.0,1.0,True
unknown,original_hidden__0e5e560d__1643_4895,0e5e560d,original_hidden,3253,0.3251085424129137,0.31860637156465543,0.006502170848258271,0.2438314068096853,0.23895477867349157,0.520173667860662,0.5097701945034487,0.0,0.0,1.0,True
unknown,original_hidden__109d9d70__1636_5850,109d9d70,original_hidden,4215,0.44230686505951894,0.43346072775832856,0.008846137301190382,0.3317301487946392,0.32509554581874645,0.7076909840952303,0.6935371644133257,0.0,0.0,1.0,True
unknown,original_hidden__10a1281a__1744_7352,10a1281a,original_hidden,5609,0.0754594509905306,0.07395026197071998,0.0015091890198106195,0.05659458824289795,0.05546269647803999,0.12073512158484896,0.11832041915315197,0.0,0.0,1.0,True
unknown,original_hidden__10b89021__1752_7165,10b89021,original_hidden,5414,0.5899441480446274,0.5781452650837348,0.011798882960892598,0.44245811103347055,0.4336089488128011,0.9439106368714039,0.9250324241339757,0.0,0.0,1.0,True
unknown,original_hidden__10be2420__1932_5202,10be2420,original_hidden,3271,0.5298062556711688,0.5192101305577455,0.010596125113423338,0.39735469175337657,0.3894075979183091,0.8476900090738702,0.8307362088923927,0.0,0.0,1.0,True
unknown,original_hidden__113011eb__1289_4560,113011eb,original_hidden,3272,0.5749428439873139,0.5634439871075676,0.011498856879746278,0.4312071329904854,0.4225829903306757,0.9199085503797022,0.9015103793721082,0.0,0.0,1.0,True
unknown,original_hidden__1131525f__1389_5547,1131525f,original_hidden,4159,0.3777055419215647,0.37015143108313336,0.007554110838431327,0.2832791564411735,0.27761357331235004,0.6043288670745035,0.5922422897330134,0.0,0.0,1.0,True
unknown,original_hidden__11d0f5ac__1495_6377,11d0f5ac,original_hidden,4883,0.4238562380323232,0.4153791132716767,0.008477124760646493,0.3178921785242424,0.31153433495375754,0.6781699808517172,0.6646065812346827,0.0,0.0,1.0,True
unknown,original_hidden__12203f2a__1730_4990,12203f2a,original_hidden,3261,0.3241653536765035,0.31768204660297344,0.006483307073530065,0.24312401525737765,0.23826153495223007,0.5186645658824056,0.5082912745647575,0.0,0.0,1.0,True
unknown,original_hidden__122bd617__1838_6407,122bd617,original_hidden,4570,0.3428358560424491,0.3359791389216001,0.00685671712084901,0.2571268920318368,0.2519843541912001,0.5485373696679186,0.5375666222745602,0.0,0.0,1.0,True
unknown,original_hidden__125be846__1523_8032,125be846,original_hidden,6510,0.29666150889619386,0.29072827871826995,0.005933230177923909,0.22249613167214538,0.21804620903870248,0.4746584142339102,0.4651652459492319,0.0,0.0,1.0,True
unknown,original_hidden__1285a37b__1806_7402,1285a37b,original_hidden,5597,0.0516663611947721,0.05063303397087666,0.0010333272238954444,0.038749770896079075,0.037974775478157495,0.08266617791163537,0.08101285435340266,0.0,0.0,1.0,True
unknown,original_hidden__1295a25b__1486_7036,1295a25b,original_hidden,5551,0.4778325706953145,0.46827591928140816,0.009556651413906325,0.3583744280214859,0.35120693946105613,0.7645321131125032,0.749241470850253,0.0,0.0,1.0,True
unknown,original_hidden__12f0cd90__1484_7430,12f0cd90,original_hidden,5947,0.3239880036665446,0.3175082435932137,0.006479760073330898,0.24299100274990848,0.2381311826949103,0.5183808058664714,0.508013189749142,0.0,0.0,1.0,True
unknown,original_hidden__137d1e44__1759_6312,137d1e44,original_hidden,4554,0.5104715979423067,0.5002621659834605,0.01020943195884616,0.38285369845673,0.3751966244875954,0.8167545567076907,0.8004194655735368,0.0,0.0,1.0,True
unknown,original_hidden__13ce113d__1909_4874,13ce113d,original_hidden,2966,0.205616068738984,0.20150374736420432,0.004112321374779682,0.154212051554238,0.15112781052315324,0.3289857099823744,0.32240599578272694,0.0,0.0,1.0,True
unknown,original_hidden__13f598d9__1628_8933,13f598d9,original_hidden,7306,0.5902533107314618,0.5784482445168325,0.01180506621462929,0.44268998304859636,0.4338361833876244,0.9444052971703389,0.9255171912269321,0.0,0.0,1.0,True
unknown,original_hidden__14a53cb3__1861_8779,14a53cb3,original_hidden,6919,0.16044690200487538,0.15723796396477788,0.003208938040097503,0.12033517650365654,0.11792847297358341,0.25671504320780064,0.25158074234364464,0.0,0.0,1.0,True
unknown,original_hidden__14ab73fb__1630_5278,14ab73fb,original_hidden,3649,0.44622112458189533,0.4372967020902574,0.00892442249163794,0.3346658434364215,0.32797252656769305,0.7139537993310325,0.6996747233444118,0.0,0.0,1.0,True
unknown,original_hidden__14ad5efb__1510_7351,14ad5efb,original_hidden,5842,0.2591371324354102,0.253954389786702,0.005182742648708216,0.19435284932655766,0.19046579234002647,0.41461941189665635,0.4063270236587232,0.0,0.0,1.0,True
unknown,original_hidden__14fee784__1496_6405,14fee784,original_hidden,4910,0.6934441239654522,0.6795752414861431,0.013868882479309064,0.5200830929740892,0.5096814311146074,1.1095105983447235,1.0873203863778291,0.0,0.0,1.0,True
unknown,original_hidden__153552f5__1803_6497,153552f5,original_hidden,4695,0.2242499454125537,0.21976494650430262,0.0044849989082510755,0.16818745905941526,0.16482370987822698,0.35879991266008593,0.35162391440688423,0.0,0.0,1.0,True
unknown,original_hidden__1550491d__1366_5928,1550491d,original_hidden,4563,0.0876724170132687,0.08591896867300332,0.001753448340265376,0.06575431275995153,0.06443922650475249,0.14027586722122992,0.13747034987680531,0.0,0.0,1.0,True
unknown,original_hidden__155887bb__1477_7061,155887bb,original_hidden,5585,0.2918496546401148,0.28601266154731253,0.005836993092802278,0.2188872409800861,0.2145094961604844,0.4669594474241837,0.4576202584757001,0.0,0.0,1.0,True
unknown,original_hidden__1590af81__1432_5230,1590af81,original_hidden,3799,0.2267355649624567,0.22220085366320755,0.00453471129924915,0.17005167372184252,0.16665064024740567,0.36277690393993073,0.3555213658611321,0.0,0.0,1.0,True
unknown,original_hidden__15e154a1__1631_7698,15e154a1,original_hidden,6068,0.5111942864393144,0.5009704007105281,0.010223885728786297,0.3833957148294858,0.3757278005328961,0.8179108583029031,0.801552641136845,0.0,0.0,1.0,True
unknown,original_hidden__1619e2ca__1559_6001,1619e2ca,original_hidden,4443,0.4291262576276572,0.42054373247510407,0.008582525152553144,0.32184469322074294,0.31540779935632807,0.6866020122042515,0.6728699719601665,0.0,0.0,1.0,True
unknown,original_hidden__16e4a047__1553_5683,16e4a047,original_hidden,4131,0.5930371872392238,0.5811764434944393,0.011860743744784519,0.44477789042941784,0.4358823326208295,0.9488594995827582,0.929882309591103,0.0,0.0,1.0,True
unknown,original_hidden__173ed841__1647_6529,173ed841,original_hidden,4883,0.5863872219180963,0.5746594774797344,0.011727744438361887,0.43979041643857225,0.43099460810980084,0.9382195550689542,0.9194551639675752,0.0,0.0,1.0,True
unknown,original_hidden__1770d7c6__1881_9120,1770d7c6,original_hidden,7240,0.0622113144807648,0.0609670881911495,0.001244226289615298,0.0466584858605736,0.04572531614336213,0.09953810316922368,0.09754734110583921,0.0,0.0,1.0,True
unknown,original_hidden__177622d7__1545_4698,177622d7,original_hidden,3154,0.5826205901385154,0.5709681783357451,0.011652411802770324,0.4369654426038866,0.42822613375180885,0.9321929442216247,0.9135490853371921,0.0,0.0,1.0,True
unknown,original_hidden__18d24f7b__1702_6259,18d24f7b,original_hidden,4558,0.1445063469070571,0.14161621996891596,0.002890126938141141,0.10837976018029283,0.10621216497668698,0.2312101550512914,0.22658595195026554,0.0,0.0,1.0,True
unknown,original_hidden__19137a89__1691_7957,19137a89,original_hidden,6267,0.1173903412689344,0.11504253444355571,0.00234780682537869,0.0880427559517008,0.08628190083266678,0.18782454603029505,0.18406805510968915,0.0,0.0,1.0,True
unknown,original_hidden__1944513c__1877_6598,1944513c,original_hidden,4722,0.0548816323240192,0.053783999677538816,0.0010976326464803843,0.041161224243014397,0.04033799975815411,0.08781061171843073,0.08605439948406211,0.0,0.0,1.0,True
unknown,original_hidden__197f8a5a__1938_8247,197f8a5a,original_hidden,6310,0.5596504086734149,0.5484574004999465,0.011193008173468355,0.41973780650506115,0.4113430503749599,0.8954406538774639,0.8775318407999144,0.0,0.0,1.0,True
unknown,original_hidden__19871e7f__1859_7151,19871e7f,original_hidden,5293,0.1693509654667795,0.1659639461574439,0.003387019309335604,0.12701322410008462,0.12447295961808291,0.2709615447468472,0.26554231385191024,0.0,0.0,1.0,True
unknown,original_hidden__198a5607__1843_8093,198a5607,original_hidden,6251,0.2902722474541205,0.2844668025050381,0.005805444949082417,0.21770418559059038,0.21335010187877856,0.46443559592659284,0.45514688400806097,0.0,0.0,1.0,True
unknown,original_hidden__19fb4f7b__2303_7922,19fb4f7b,original_hidden,5620,0.0653494900774652,0.06404250027591589,0.0013069898015493076,0.049012117558098894,0.048031875206936914,0.10455918412394433,0.10246800044146542,0.0,0.0,1.0,True
unknown,original_hidden__1a518997__1938_6543,1a518997,original_hidden,4606,0.4247261222632219,0.41623159981795743,0.00849452244526444,0.3185445916974164,0.3121736998634681,0.679561795621155,0.665970559708732,0.0,0.0,1.0,True
unknown,original_hidden__1a68190b__2028_6501,1a68190b,original_hidden,4474,0.339093893153332,0.33231201529026533,0.006781877863066665,0.254320419864999,0.249234011467699,0.5425502290453312,0.5316992244644245,0.0,0.0,1.0,True
unknown,original_hidden__1a730ac2__1444_6048,1a730ac2,original_hidden,4605,0.33319222767297274,0.32652838311951327,0.006663844553459475,0.24989417075472956,0.24489628733963495,0.5331075642767564,0.5224454129912213,0.0,0.0,1.0,True
unknown,original_hidden__1aaf1da0__1517_6320,1aaf1da0,original_hidden,4804,0.2854535613654346,0.2797444901381259,0.005709071227308682,0.21409017102407596,0.20980836760359445,0.4567256981846954,0.44759118422100147,0.0,0.0,1.0,True
unknown,original_hidden__1b08ed48__1557_7174,1b08ed48,original_hidden,5618,0.5953607711463652,0.5834535557234379,0.011907215422927275,0.4465205783597739,0.43759016679257845,0.9525772338341844,0.9335256891575008,0.0,0.0,1.0,True
unknown,original_hidden__1b1c5372__1531_5791,1b1c5372,original_hidden,4261,0.3281577443151696,0.3215945894288662,0.0065631548863033795,0.2461183082363772,0.24119594207164965,0.5250523909042714,0.514551343086186,0.0,0.0,1.0,True
unknown,original_hidden__1b1eba53__2055_6709,1b1eba53,original_hidden,4655,0.20279583200081902,0.19873991536080263,0.004055916640016394,0.15209687400061428,0.14905493652060198,0.32447333120131044,0.3179838645772842,0.0,0.0,1.0,True
unknown,original_hidden__1b6ba517__2014_8610,1b6ba517,original_hidden,6597,0.43896073222187015,0.4301815175774327,0.008779214644437427,0.32922054916640264,0.3226361381830746,0.7023371715549923,0.6882904281238924,0.0,0.0,1.0,True
unknown,original_hidden__1b82b665__1558_5363,1b82b665,original_hidden,3806,0.0817485251466315,0.08011355464369888,0.0016349705029326256,0.061311393859973626,0.06008516598277416,0.1307976402346104,0.1281816874299182,0.0,0.0,1.0,True
unknown,original_hidden__1bcb2fcf__1678_6201,1bcb2fcf,original_hidden,4524,0.0850277936274618,0.08332723775491256,0.0017005558725492337,0.06377084522059634,0.06249542831618442,0.1360444698039389,0.1333235804078601,0.0,0.0,1.0,True
unknown,original_hidden__1beca81d__1614_6649,1beca81d,original_hidden,5036,0.5226009171265732,0.5121488987840417,0.01045201834253151,0.3919506878449299,0.38411167408803126,0.8361614674025172,0.8194382380544667,0.0,0.0,1.0,True
unknown,original_hidden__1d3fbf02__1558_4251,1d3fbf02,original_hidden,2694,0.3809822443466341,0.3733625994597014,0.007619644886932675,0.2857366832599756,0.28002194959477605,0.6095715909546146,0.5973801591355222,0.0,0.0,1.0,True
unknown,original_hidden__1d78281a__1861_6809,1d78281a,original_hidden,4949,0.2323385121653388,0.227691741922032,0.004646770243306786,0.1742538841240041,0.170768806441524,0.3717416194645421,0.3643067870752512,0.0,0.0,1.0,True
unknown,original_hidden__1e30dedf__1403_5473,1e30dedf,original_hidden,4071,0.5503868404231672,0.5393791036147039,0.011007736808463342,0.41279013031737544,0.40453432771102793,0.8806189446770676,0.8630065657835262,0.0,0.0,1.0,True
unknown,original_hidden__1e5e3573__1646_7125,1e5e3573,original_hidden,5480,0.6392666333361539,0.6264813006694308,0.012785332666723104,0.4794499750021154,0.46986097550207306,1.0228266133378463,1.0023700810710892,0.0,0.0,1.0,True
unknown,original_hidden__1f9afacb__1726_7053,1f9afacb,original_hidden,5328,0.4891796200892649,0.47939602768747963,0.00978359240178528,0.3668847150669487,0.35954702076560974,0.7826873921428239,0.7670336442999675,0.0,0.0,1.0,True
unknown,original_hidden__1fdbba44__1422_6332,1fdbba44,original_hidden,4911,0.3121593759856795,0.3059161884659659,0.006243187519713589,0.2341195319892596,0.22943714134947443,0.4994550015770872,0.4894659015455455,0.0,0.0,1.0,True
unknown,original_hidden__1fee2b62__1682_6322,1fee2b62,original_hidden,4641,0.6105440579487104,0.5983331767897362,0.012210881158974174,0.4579080434615328,0.44874988259230214,0.9768704927179366,0.957333082863578,0.0,0.0,1.0,True
unknown,original_hidden__20096916__1747_6879,20096916,original_hidden,5133,0.5590581115638024,0.5478769493325263,0.011181162231276076,0.41929358367285174,0.4109077119993947,0.8944929785020839,0.8766031189320421,0.0,0.0,1.0,True
unknown,original_hidden__200d233d__1970_5895,200d233d,original_hidden,3926,0.13790649513596032,0.1351483652332411,0.002758129902719203,0.10342987135197024,0.10136127392493083,0.22065039221753652,0.2162373843731858,0.0,0.0,1.0,True
unknown,original_hidden__201661b5__2181_8135,201661b5,original_hidden,5955,0.1000977054690651,0.09809575135968379,0.00200195410938131,0.07507327910179883,0.07357181351976284,0.16015632875050417,0.15695320217549408,0.0,0.0,1.0,True
unknown,original_hidden__203721ab__1505_7234,203721ab,original_hidden,5730,0.2266878640539966,0.22215410677291667,0.0045337572810799365,0.17001589804049744,0.1666155800796875,0.3627005824863946,0.3554465708366667,0.0,0.0,1.0,True
unknown,original_hidden__20402d71__1558_7929,20402d71,original_hidden,6372,0.0362549383615795,0.03552983959434791,0.0007250987672315912,0.027191203771184627,0.026647379695760934,0.05800790137852721,0.05684774335095666,0.0,0.0,1.0,True
unknown,original_hidden__2043abc5__1555_8512,2043abc5,original_hidden,6958,0.7104546634916312,0.6962455702217986,0.014209093269832662,0.5328409976187234,0.522184177666349,1.13672746158661,1.1139929123548777,0.0,0.0,1.0,True
unknown,original_hidden__204cc64b__1649_6453,204cc64b,original_hidden,4805,0.38354108391300734,0.3758702622347472,0.007670821678260165,0.2876558129347555,0.2819026966760604,0.6136657342608118,0.6013924195755955,0.0,0.0,1.0,True
unknown,original_hidden__206b6193__2033_8567,206b6193,original_hidden,6535,0.057416903343520606,0.056268565276650195,0.0011483380668704107,0.04306267750764045,0.042201423957487647,0.09186704534963297,0.09002970444264032,0.0,0.0,1.0,True
unknown,original_hidden__2075c696__2392_5579,2075c696,original_hidden,3188,0.10392603358008531,0.10184751290848361,0.002078520671601705,0.07794452518506398,0.07638563468136271,0.16628165372813652,0.16295602065357379,0.0,0.0,1.0,True
unknown,original_hidden__22c5f93f__1747_6918,22c5f93f,original_hidden,5172,0.5940342596028481,0.5821535744107911,0.011880685192056983,0.44552569470213604,0.4366151808080933,0.9504548153645569,0.9314457190572658,0.0,0.0,1.0,True
unknown,original_hidden__230eaaa3__1761_6450,230eaaa3,original_hidden,4690,0.2211319332277844,0.2167092945632287,0.004422638664555695,0.16584894992083832,0.16253197092242153,0.3538110931644551,0.346734871301166,0.0,0.0,1.0,True
unknown,original_hidden__2364716c__1777_6092,2364716c,original_hidden,4316,0.31518006531573955,0.30887646400942476,0.006303601306314799,0.23638504898680468,0.23165734800706855,0.5042881045051834,0.49420234241507965,0.0,0.0,1.0,True
unknown,original_hidden__23b9beb0__1450_8789,23b9beb0,original_hidden,7340,0.2427880183680375,0.23793225800067674,0.0048557603673607674,0.18209101377602813,0.17844919350050756,0.38846082938886006,0.3806916128010828,0.0,0.0,1.0,True
unknown,original_hidden__24d8997e__1746_5187,24d8997e,original_hidden,3442,0.1707630572775497,0.1673477961319987,0.0034152611455509907,0.12807229295816228,0.12551084709899904,0.27322089164407953,0.26775647381119794,0.0,0.0,1.0,True
unknown,original_hidden__25050f63__1031_7154,25050f63,original_hidden,6124,0.07756247102638181,0.07601122160585418,0.0015512494205276312,0.058171853269786356,0.057008416204390636,0.1240999536422109,0.12161795456936669,0.0,0.0,1.0,True
unknown,original_hidden__25939962__1752_6070,25939962,original_hidden,4319,0.6776714537479621,0.6641180246730028,0.013553429074959267,0.5082535903109716,0.4980885185047521,1.0842743259967393,1.0625888394768046,0.0,0.0,1.0,True
unknown,original_hidden__25fd32b3__1661_4545,25fd32b3,original_hidden,2885,0.2683410318012034,0.26297421116517933,0.005366820636024061,0.20125577385090254,0.19723065837388448,0.42934565088192544,0.42075873786428697,0.0,0.0,1.0,True
unknown,original_hidden__261785ee__1866_5511,261785ee,original_hidden,3646,0.4028440920306743,0.3947872101900608,0.008056881840613483,0.30213306902300574,0.29609040764254557,0.6445505472490789,0.6316595363040973,0.0,0.0,1.0,True
unknown,original_hidden__264feceb__1743_7407,264feceb,original_hidden,5665,0.05863246235058629,0.057459813103574564,0.0011726492470117283,0.04397434676293972,0.04309485982768092,0.09381193976093807,0.0919357009657193,0.0,0.0,1.0,True
unknown,original_hidden__26623a50__1744_7478,26623a50,original_hidden,5735,0.2985844248034117,0.29261273630734347,0.005971688496068217,0.22393831860255875,0.21945955223050762,0.4777350796854587,0.46818037809174956,0.0,0.0,1.0,True
unknown,original_hidden__26d3a96a__1744_6464,26d3a96a,original_hidden,4721,0.3399646778568403,0.3331653842997035,0.006799293557136821,0.2549735083926302,0.2498740382247776,0.5439434845709445,0.5330646148795256,0.0,0.0,1.0,True
unknown,original_hidden__272abef3__1547_5681,272abef3,original_hidden,4135,0.0682688022193874,0.06690342617499966,0.001365376044387745,0.05120160166454055,0.05017756963124974,0.10923008355101985,0.10704548187999946,0.0,0.0,1.0,True
unknown,original_hidden__27300fd5__1919_7385,27300fd5,original_hidden,5467,0.0609108205829239,0.05969260417126542,0.0012182164116584793,0.045683115437192924,0.044769453128449065,0.09745731293267824,0.09550816667402467,0.0,0.0,1.0,True
unknown,original_hidden__276b012a__1454_6290,276b012a,original_hidden,4837,0.1941105572608532,0.19022834611563613,0.003882211145217057,0.14558291794563988,0.1426712595867271,0.3105768916173651,0.30436535378501783,0.0,0.0,1.0,True
unknown,original_hidden__27c3155b__1983_6940,27c3155b,original_hidden,4958,0.0559459610891898,0.054827041867406,0.0011189192217837957,0.041959470816892344,0.0411202814005545,0.08951353774270368,0.0877232669878496,0.0,0.0,1.0,True
unknown,original_hidden__27ebb9b9__1885_7650,27ebb9b9,original_hidden,5766,0.2441375873241926,0.23925483557770874,0.0048827517464838655,0.18310319049314444,0.17944112668328155,0.3906201397187082,0.382807736924334,0.0,0.0,1.0,True
unknown,original_hidden__283269ac__1941_4566,283269ac,original_hidden,2626,0.6854926511104666,0.6717827980882572,0.013709853022209395,0.5141194883328499,0.503837098566193,1.0967882417767467,1.0748524769412116,0.0,0.0,1.0,True
unknown,original_hidden__28473855__2330_6619,28473855,original_hidden,4290,0.056014220488756705,0.05489393607898157,0.0011202844097751366,0.04201066536656753,0.041170452059236175,0.08962275278201073,0.08783029772637052,0.0,0.0,1.0,True
unknown,original_hidden__28f4eda9__1558_6823,28f4eda9,original_hidden,5266,0.25634051571802563,0.2512137054036651,0.005126810314360519,0.19225538678851922,0.18841027905274882,0.41014482514884104,0.4019419286458642,0.0,0.0,1.0,True
unknown,original_hidden__29b24409__1830_7416,29b24409,original_hidden,5587,0.6101520629488534,0.5979490216898763,0.012203041258977088,0.45761404721164,0.4484617662674072,0.9762433007181655,0.9567184347038021,0.0,0.0,1.0,True
