well,split,rows,known_rows,target_rows,known_ratio,target_ratio,gr_missing_rate,baseline_slope_median,baseline_slope_std,baseline_confidence,gr_std,gr_volatility,gr_quality_score,typewell_rows,typewell_has_geology,typewell_quality_score,risk_score,route_suggestion
10b89021,train,7166,1752,5414,0.24448785933575215,0.7555121406642479,0.5733284078315478,0.5499999999992724,0.4517811236901192,0.07950212324427022,13.499934482589488,7.765896464387231,0.1022699890556106,1006,1.0,0.39038515210717273,1.0,gr_residual
10be2420,train,5203,1932,3271,0.3713242360176821,0.628675763982318,0.5166615713848975,0.3500000000021828,0.39844087172179343,0.15662559226662098,20.03701164308928,5.1445923142606995,0.11026069406151001,2012,1.0,0.6366999807803191,1.0,gr_residual
113011eb,train,4561,1289,3272,0.28261346196009646,0.7173865380399035,0.5030562347188264,0.08500000000003638,0.32990849574188147,0.11085705994352713,14.995829683057902,5.527736298885573,0.10151500721082968,1196,1.0,0.5122231966673976,1.0,gr_residual
1131525f,train,5548,1389,4159,0.2503604902667628,0.7496395097332372,0.35393123346958405,0.23999999999978172,0.3588237593423608,0.10114354622117165,17.520402968224396,7.8883698534452185,0.17267474471549998,1241,1.0,0.4736842105263158,1.0,typewell_alignment
11d0f5ac,train,6378,1495,4883,0.23439949827532142,0.7656005017246785,0.4040548842924432,0.15999999999985448,0.3875226834857537,0.08803843975010447,12.313128109286772,9.557735528056286,0.15977989457721256,695,1.0,0.3589683286296645,1.0,typewell_alignment
12203f2a,train,4991,1730,3261,0.34662392306151074,0.6533760769384893,0.291015026065624,0.3999999999996362,0.43742803696644983,0.1576839337401159,20.945724268633032,8.028365795162488,0.20665358787183713,1940,1.0,0.6386996593868964,1.0,typewell_alignment
122bd617,train,6408,1838,4570,0.2868289637952559,0.7131710362047441,0.30459518599562363,0.5100000000002183,0.4511421517627885,0.11747156922815939,20.00489571334148,5.236545764731846,0.15977726256293243,2363,1.0,0.6187578027465668,1.0,typewell_alignment
125be846,train,8033,1523,6510,0.18959292916718537,0.8104070708328146,0.27588325652841783,0.09000000000105501,0.43015538267404163,0.07050864486878702,16.471976825826665,7.577528253939263,0.18428801551648416,1426,1.0,0.4275177393252832,1.0,typewell_alignment
1285a37b,train,7403,1806,5597,0.24395515331622314,0.7560448466837768,0.0418081114882973,0.4400000000005093,0.4856677217016662,0.1063251507668557,13.936435042932024,4.318325727990017,0.16621681252090173,2011,1.0,0.5216466297446981,1.0,typewell_alignment
1295a25b,train,7037,1486,5551,0.21116953247122353,0.7888304675287765,0.44550531435777335,0.21000000000094587,0.46430017662595713,0.07104715923084602,16.783800568348255,4.742706972159813,0.1107619176075946,1336,1.0,0.4398536308085832,1.0,gr_residual
12f0cd90,train,7431,1484,5947,0.19970394294173058,0.8002960570582694,0.2914074323188162,0.18000000000029104,0.3722971959816264,0.0776723254930774,18.51031971875248,5.700463341992206,0.1627628377426848,1392,1.0,0.43732337505046426,1.0,typewell_alignment
137d1e44,train,6313,1759,4554,0.27863139553302707,0.7213686044669729,0.4857268335529205,0.5500000000010914,0.4619298966533788,0.10002084075492611,15.55823056386043,7.743628100208105,0.12965418096009104,1998,1.0,0.5664897829874862,1.0,typewell_alignment
13ce113d,train,4875,1909,2966,0.3915897435897436,0.6084102564102564,0.19116655428186108,0.5199999999986176,0.39112325043342727,0.20922219822203675,17.395579841785533,2.9054962719465736,0.13493954362129754,2191,1.0,0.6994358974358974,0.9385694403484285,typewell_alignment
13f598d9,train,8934,1628,7306,0.18222520707409895,0.817774792925901,0.556118258965234,0.2400000000016007,0.40360488993265137,0.057306184442179935,14.654810105797322,8.345430983674918,0.11474395509622702,1781,1.0,0.44935079471681216,1.0,gr_residual
14a53cb3,train,8780,1861,6919,0.21195899772209567,0.7880410022779043,0.13079924844630728,0.2999999999992724,0.4346707181906777,0.08760860473764932,25.34172141263086,9.522151976623114,0.30320225369930487,1959,1.0,0.47312072892938495,1.0,typewell_alignment
14ab73fb,train,5279,1630,3649,0.30877060049251753,0.6912293995074825,0.4097012880241162,0.2999999999992724,0.39195247864609745,0.12758747662920442,23.47838847461076,5.976023334914509,0.15717316802070824,1449,1.0,0.5244838037507104,1.0,typewell_alignment
14ad5efb,train,7352,1510,5842,0.20538628944504897,0.794613710554951,0.20386853817185896,0.22999999999774445,0.3794094341482264,0.08413957841479319,14.983563052187177,4.88117919443881,0.15227674377609793,1401,1.0,0.4405603917301415,1.0,typewell_alignment
14fee784,train,6406,1496,4910,0.23353106462691228,0.7664689353730877,0.6004073319755601,0.27999999999883585,0.3845195107495124,0.07700034810463013,18.683160343699853,8.270967015063,0.11276069233924474,1382,1.0,0.465735248204808,1.0,gr_residual
153552f5,train,6498,1803,4695,0.2774699907663897,0.7225300092336103,0.2078807241746539,0.3400000000001455,0.41998811007904774,0.12116643829576458,24.646979518924493,6.004663200211085,0.217149111613355,2115,1.0,0.5754847645429363,1.0,typewell_alignment
1550491d,train,5929,1366,4563,0.2303929836397369,0.7696070163602631,0.037256191102344946,0.06999999999970896,0.37028816381709956,0.10719929987324511,15.514408022031668,4.377513969328084,0.17764099114619167,1197,1.0,0.45188902007083825,1.0,typewell_alignment
155887bb,train,7062,1477,5585,0.2091475502690456,0.7908524497309544,0.2712623097582811,0.7999999999992724,0.4295844664766495,0.07994965731974063,18.646549275903748,7.424292181350189,0.1931350010327139,2122,1.0,0.5504814500141603,1.0,typewell_alignment
1590af81,train,5231,1432,3799,0.2737526285605047,0.7262473714394954,0.2082126875493551,0.07999999999992724,0.3746819420637169,0.12282816461491146,18.35183872752066,5.710348860340594,0.18124484219938894,1219,1.0,0.48303383674249667,1.0,typewell_alignment
15e154a1,train,7699,1631,6068,0.21184569424600597,0.788154305753994,0.48599208965062624,0.38000000000101863,0.4045321790224524,0.07243439684729264,18.552167549636728,7.9701192198693445,0.14153384197530994,3707,1.0,0.7314911027406157,1.0,typewell_alignment
1619e2ca,train,6002,1559,4443,0.25974675108297235,0.7402532489170277,0.3968039612874184,0.31999999999970896,0.451763339133673,0.09687252427592744,19.426815369774697,6.101505626105101,0.1468466934510375,1655,1.0,0.5257414195268244,1.0,typewell_alignment
16e4a047,train,5684,1553,4131,0.2732230823363828,0.7267769176636172,0.5727426773178407,0.570000000001528,0.3655162307678888,0.09823396702206545,17.36539239135871,10.522634174166793,0.13628926922422263,4060,1.0,0.9642857142857143,1.0,typewell_alignment
173ed841,train,6530,1647,4883,0.2522205206738132,0.7477794793261868,0.38951464263772273,0.2999999999992724,0.478404785091068,0.09185658693870537,17.058481646651046,4.963801898751598,0.12569377542140847,1827,1.0,0.5297856049004595,1.0,typewell_alignment
1770d7c6,train,9121,1881,7240,0.20622738734787852,0.7937726126521215,0.04599447513812155,0.32000000000061846,0.39862796874961415,0.09074314282191374,15.385312694590239,3.3445430904737576,0.1555497099313035,1955,1.0,0.4643405328363118,1.0,typewell_alignment
177622d7,train,4699,1545,3154,0.3287933602894233,0.6712066397105767,0.5630944831959417,0.18999999999869033,0.3696795932849424,0.12847423203591804,18.13602868948248,7.6749089882575845,0.11658752022972316,1268,1.0,0.5198446477974037,1.0,gr_residual
18d24f7b,train,6260,1702,4558,0.2718849840255591,0.728115015974441,0.13097849934181657,0.27000000000043656,0.3757809284812562,0.12682073216844011,15.347432842243615,7.288805872307146,0.21004038734202843,1649,1.0,0.5134185303514377,1.0,typewell_alignment
19137a89,train,7958,1691,6267,0.2124905755214878,0.7875094244785122,0.057124621030796234,0.26999999999861757,0.436262602891215,0.09125044976770733,34.66733070301532,3.7264181040960813,0.27456453623229765,1572,1.0,0.4475370696154813,1.0,typewell_alignment
1944513c,train,6599,1877,4722,0.2844370359145325,0.7155629640854675,0.03748411689961881,0.5599999999985812,0.4360825842947568,0.135803844103312,12.999740099693362,4.032197487377837,0.15582393452129603,2235,1.0,0.5886876799515077,0.9735671851215927,typewell_alignment
197f8a5a,train,8248,1938,6310,0.23496605237633367,0.7650339476236664,0.5215530903328051,0.4500000000007276,0.4225569949908298,0.07979955701184317,20.75475989725405,13.733305158303597,0.1934759653359245,2157,1.0,0.5115179437439379,1.0,typewell_alignment
19871e7f,train,7152,1859,5293,0.25992729306487694,0.7400727069351231,0.14358586812771584,0.3599999999987631,0.4374525839820466,0.11339628906990544,17.123003911447388,4.418418172692781,0.1673323060839829,2077,1.0,0.5404082774049217,1.0,typewell_alignment
198a5607,train,8094,1843,6251,0.22769953051643194,0.7723004694835681,0.26907694768836987,0.42999999999938154,0.4225503159884176,0.08968627166646831,24.337800811780053,8.191852777697441,0.23093390357660956,1987,1.0,0.49549048678033114,1.0,typewell_alignment
19fb4f7b,train,7923,2303,5620,0.2906727249779124,0.7093272750220876,0.04306049822064057,0.5,0.4809835465661497,0.13537073820603798,14.087134433294699,3.91973041702777,0.15927224373569837,2445,1.0,0.558595229079894,0.9753943863491221,typewell_alignment
1a518997,train,6544,1938,4606,0.29614914425427874,0.7038508557457213,0.4066435084672167,0.26999999999861757,0.40123966498966174,0.11961079567507174,15.400565395186378,6.108411759353513,0.12960197447303307,1900,1.0,0.5403422982885085,1.0,typewell_alignment
1a68190b,train,6502,2028,4474,0.31190402952937557,0.6880959704706244,0.275592311130979,0.3100000000013097,0.4092786293961854,0.13866123500027971,16.33025642646432,5.538970167750517,0.15418547228702648,2059,1.0,0.566671793294371,1.0,typewell_alignment
1a730ac2,train,6049,1444,4605,0.23871714332947594,0.7612828566705241,0.2985884907709012,0.1500000000014552,0.31556989928126167,0.10138483659547552,18.50598108140968,7.805986999191947,0.1906311081929984,1277,1.0,0.4611092742602083,1.0,typewell_alignment
1aaf1da0,train,6321,1517,4804,0.2399936718873596,0.7600063281126404,0.2670691090757702,0.42999999999938154,0.46327954427041285,0.09349244826542245,22.059740002649505,9.598089613498631,0.24174638301746032,1812,1.0,0.5366635026103465,1.0,typewell_alignment
1b08ed48,train,7175,1557,5618,0.2170034843205575,0.7829965156794425,0.5802776788892845,0.2599999999983993,0.3855884782605826,0.07099308248891883,15.356241924428621,7.792472589374221,0.1056969780484434,1498,1.0,0.458780487804878,1.0,gr_residual
1b1c5372,train,5792,1531,4261,0.2643301104972376,0.7356698895027625,0.30274583431119456,0.23000000000047294,0.35931656788800936,0.11215791782242125,14.196670833619747,7.805555334452609,0.1707159186845695,1284,1.0,0.4716850828729282,1.0,typewell_alignment
1b1eba53,train,6710,2055,4655,0.30625931445603577,0.6937406855439643,0.16305048335123523,0.19000000000050932,0.5138361843728113,0.1339215567179264,19.4981047523465,5.188656235798078,0.1888461749974272,2414,1.0,0.6097615499254844,1.0,typewell_alignment
1b6ba517,train,8611,2014,6597,0.2338868888630821,0.7661131111369179,0.42382901318781263,0.3600000000005821,0.40097984730816855,0.08586663260597759,16.64323155374497,6.970335415126262,0.1402555203663108,2086,1.0,0.49224828707467194,1.0,typewell_alignment
1b82b665,train,5364,1558,3806,0.290454884414616,0.709545115585384,0.0651602732527588,0.4500000000007276,0.4226339412922801,0.13918438282642248,12.886067690330178,2.61488689621211,0.1241800530210644,1685,1.0,0.564131245339299,0.9771056854867671,typewell_alignment
1bcb2fcf,train,6202,1678,4524,0.2705578845533699,0.7294421154466301,0.06631299734748011,0.28000000000065484,0.41341731666063636,0.1268601262298742,15.907067563110925,5.274811815925378,0.19132685364180024,1474,1.0,0.48766526926797804,0.9897181231069958,typewell_alignment
1beca81d,train,6650,1614,5036,0.24270676691729323,0.7572932330827068,0.47934868943606035,0.3099999999994907,0.36031701461087934,0.08956685564217576,18.342072187284252,4.774897504393202,0.10940753238671569,1529,1.0,0.4799248120300752,1.0,gr_residual
1d3fbf02,train,4252,1558,2694,0.36641580432737536,0.6335841956726247,0.3593170007423905,0.020000000002255547,0.5025127101996176,0.15787610165472515,13.479218193345925,6.708261400918656,0.13993179280639612,1191,1.0,0.5301034807149576,1.0,typewell_alignment
1d78281a,train,6810,1861,4949,0.27327459618208516,0.7267254038179148,0.21479086684178622,0.4400000000005093,0.41888198182225567,0.1182801194172429,19.083616701119514,5.207927068097374,0.17544017627014916,2153,1.0,0.5661527165932452,1.0,typewell_alignment
1e30dedf,train,5474,1403,4071,0.25630252100840334,0.7436974789915967,0.4750675509702776,0.054999999999381544,0.2852534657888095,0.1022253013632169,14.135534649283766,3.1241253377245513,0.07917535042835756,1342,1.0,0.4951589331384728,1.0,geometry_residual
1e5e3573,train,7126,1646,5480,0.23098512489475162,0.7690148751052484,0.5923357664233576,0.38000000000101863,0.42707125674135576,0.07407006029767448,16.483410658396824,9.268630783352858,0.11756789137191084,3420,1.0,0.7299326410328375,1.0,gr_residual
1f9afacb,train,7054,1726,5328,0.24468386730932803,0.755316132690672,0.44069069069069067,0.38000000000101863,0.5238352201986869,0.08287257787807259,16.45466255026307,5.655506770857279,0.12078383887795487,3990,1.0,0.8156365182874965,1.0,typewell_alignment
1fdbba44,train,6333,1422,4911,0.2245381335859782,0.7754618664140218,0.19894115251476277,0.1000000000003638,0.37508970969751537,0.09481270604915976,18.33808962059803,5.083444645962132,0.17325457204047132,1315,1.0,0.45764250750039476,1.0,typewell_alignment
1fee2b62,train,6323,1682,4641,0.26601296852759765,0.7339870314724023,0.5850032320620556,0.32999999999992724,0.4469658409824929,0.08860364755161901,16.942631325342216,10.141353159114283,0.12811718342337625,2029,1.0,0.570891981654278,1.0,typewell_alignment
20096916,train,6880,1747,5133,0.25392441860465115,0.7460755813953488,0.5176310150009741,0.2600000000002183,0.5190829211578802,0.08303027726646313,22.46088314254748,10.437779414094619,0.16841243000523823,1907,1.0,0.5271802325581396,1.0,typewell_alignment
200d233d,train,5896,1970,3926,0.3341248303934871,0.6658751696065129,0.0781966377992868,0.11000000000058208,0.4190121880588888,0.16989428213137933,14.44553941338349,2.959122046128012,0.13777924052603496,3317,1.0,0.812584803256445,0.9496548773184423,typewell_alignment
201661b5,train,8136,2181,5955,0.26806784660766964,0.7319321533923304,0.06616288832913518,0.49500000000080036,0.5210001929724695,0.11641381712410008,16.670933683179403,3.9139749642788737,0.1703999050131151,5163,1.0,0.8845870206489675,1.0,typewell_alignment
203721ab,train,7235,1505,5730,0.20801658604008294,0.7919834139599171,0.2048865619546248,0.21999999999934516,0.3948044909335304,0.08450851059393848,13.156250634358715,4.3574600466751665,0.13467294873759258,1513,1.0,0.4591223220456116,1.0,typewell_alignment
20402d71,train,7930,1558,6372,0.19646910466582598,0.803530895334174,0.013339610797237916,0.3099999999994907,0.42825123608973265,0.0850257984647691,18.948761812351847,6.8603777033127855,0.25222721310085533,1674,1.0,0.46109709962168977,1.0,typewell_alignment
2043abc5,train,8513,1555,6958,0.1826618113473511,0.8173381886526488,0.6724633515377982,0.2999999999992724,0.34843947099368283,0.05500485704424174,16.442347834390368,7.92384003972087,0.08556615708200274,1420,1.0,0.4168037119699284,1.0,baseline_fallback
204cc64b,train,6454,1649,4805,0.25550046482801364,0.7444995351719864,0.3573361082206035,0.27000000000134605,0.5018635293321404,0.09383946258565463,26.278141840498012,4.343502528139243,0.1613783254234113,2198,1.0,0.5905639913232104,1.0,typewell_alignment
206b6193,train,8568,2033,6535,0.2372782446311858,0.7627217553688141,0.04100994644223412,0.06999999999970896,0.43372930517817715,0.10626661922100303,16.988716572115468,4.050279334356855,0.17950861576164284,1776,1.0,0.45728291316526615,1.0,typewell_alignment
2075c696,train,5580,2392,3188,0.42867383512544804,0.571326164874552,0.0809284818067754,0.4099999999998545,0.44375827100658477,0.2493328756599182,16.376457677788345,3.871204462617782,0.16522787413234039,2593,1.0,0.7146953405017922,0.8708992447917756,typewell_alignment
22c5f93f,train,6919,1747,5172,0.252493134846076,0.747506865153924,0.5676720804331014,0.5100000000002183,0.4311088339493003,0.08451702322731898,24.23235221196733,11.582469169572821,0.1656255111031593,2039,1.0,0.5446957652840005,1.0,typewell_alignment
230eaaa3,train,6451,1761,4690,0.2729809331886529,0.7270190668113471,0.18891257995735608,0.5049999999991996,0.4693097697628241,0.11570511798818028,17.950197689940143,6.932164473637567,0.20344670004961043,2184,1.0,0.5885521624554333,1.0,typewell_alignment
2364716c,train,6093,1777,4316,0.29164615132118826,0.7083538486788118,0.293790546802595,0.31999999999970896,0.40106087533329,0.12534913424242616,17.028273934530255,5.352372570707525,0.15075747228061445,3780,1.0,0.870384047267356,1.0,typewell_alignment
23b9beb0,train,8790,1450,7340,0.16496018202502843,0.8350398179749715,0.2271117166212534,0.22999999999956344,0.36737533933057714,0.06403325483557558,14.789731657497978,8.320346342605951,0.2000565284895414,1422,1.0,0.41177474402730374,1.0,typewell_alignment
24d8997e,train,5188,1746,3442,0.33654587509637623,0.6634541249036238,0.14875072632190586,0.23999999999796273,0.4306795639344306,0.1640952120794123,24.85380864714544,3.4417283001870644,0.19082529030848713,1782,1.0,0.593484965304549,0.9730924695010641,typewell_alignment
25050f63,train,7155,1031,6124,0.14409503843466107,0.8559049615653389,0.04996734160679295,0.7299999999995634,0.21622047782883586,0.06748279552761687,19.694927433041137,6.76610344056232,0.24550303643497548,1743,1.0,0.49360587002096434,1.0,typewell_alignment
25939962,train,6071,1752,4319,0.2885850765936419,0.7114149234063581,0.6225978235702709,0.5299999999988358,0.4179513773022648,0.09851227135816856,19.32533221103944,11.344008047968975,0.1312089567640085,1863,1.0,0.5568687201449514,1.0,typewell_alignment
25fd32b3,train,4546,1661,2885,0.3653761548614166,0.6346238451385834,0.2558058925476603,0.3100000000013097,0.3493533525692465,0.18605140162812475,29.434170222757455,11.150799017063143,0.30287177867220727,1384,1.0,0.5544434667839859,0.9779000715087903,typewell_alignment
261785ee,train,5512,1866,3646,0.33853410740203194,0.6614658925979681,0.37602852441031265,0.5799999999999272,0.4544303261421114,0.14286322811042337,21.430508993258446,6.123208979462595,0.15998931933994556,2537,1.0,0.7102685050798259,1.0,typewell_alignment
264feceb,train,7408,1743,5665,0.23528617710583152,0.7647138228941684,0.04289496910856134,0.28000000000065484,0.4480952866173823,0.10395717637909206,13.122542621136834,3.707545137496174,0.14946802432195225,1887,1.0,0.5047246220302376,1.0,typewell_alignment
26623a50,train,7479,1744,5735,0.23318625484690467,0.7668137451530953,0.28055797733217086,0.5100000000002183,0.4626578729314278,0.0893712537395688,18.89994564094406,7.62123198002571,0.1946445355200639,1951,1.0,0.5108637518384811,1.0,typewell_alignment
